factor_level,formal_replication_index,formal_structural_seed,step_index,wall_latency_ms
10,3,796786883,8,0.4648
20,3,796786883,12,0.454892
20,3,796786883,1,0.564175
5,3,796786883,32,0.445154
10,3,796786883,9,0.466658
10,3,796786883,17,0.458177
5,3,796786883,18,0.22948
5,3,796786883,9,0.647724
2,3,796786883,18,0.227398
1,3,796786883,22,0.50448
5,3,796786883,16,0.452141
2,3,796786883,21,0.440275
10,3,796786883,32,0.450541
20,3,796786883,7,0.451599
50,3,796786883,5,0.474547
1,3,796786883,23,0.957895
2,3,796786883,25,0.45851
50,3,796786883,18,0.228451
1,3,796786883,16,0.480265
50,3,796786883,21,0.447695
20,3,796786883,17,1.000986
5,3,796786883,28,0.255462
50,3,796786883,11,0.452989
20,3,796786883,31,0.934924
5,3,796786883,13,0.319689
5,3,796786883,15,0.217753
1,3,796786883,4,0.451157
2,3,796786883,11,0.446496
50,3,796786883,6,0.442828
20,3,796786883,9,0.899118
2,3,796786883,12,0.446338
5,3,796786883,14,0.448444
2,3,796786883,3,0.461364
50,3,796786883,12,0.454578
5,3,796786883,8,0.467954
5,3,796786883,1,0.565856
50,3,796786883,22,0.895181
1,3,796786883,20,0.585306
20,3,796786883,11,0.445888
2,3,796786883,14,0.454219
1,3,796786883,26,0.959616
50,3,796786883,27,0.450068
50,3,796786883,3,0.450492
10,3,796786883,14,0.439567
50,3,796786883,1,1.09253
10,3,796786883,1,0.560022
5,3,796786883,29,0.225017
2,3,796786883,16,0.442062
2,3,796786883,20,0.289655
5,3,796786883,4,0.442564
2,3,796786883,30,0.443702
50,3,796786883,8,0.781379
1,3,796786883,3,0.458704
1,3,796786883,19,0.119414
20,3,796786883,20,0.29061
1,3,796786883,32,0.461419
1,3,796786883,17,0.455161
2,3,796786883,22,0.44779
20,3,796786883,30,0.450122
20,3,796786883,25,0.450382
1,3,796786883,21,0.886882
10,3,796786883,28,0.253097
10,3,796786883,3,0.455061
20,3,796786883,15,0.212486
50,3,796786883,17,0.447708
2,3,796786883,27,0.446634
1,3,796786883,28,0.262921
10,3,796786883,11,0.907188
1,3,796786883,31,0.455449
2,3,796786883,15,0.220417
5,3,796786883,10,0.466691
20,3,796786883,4,0.501519
50,3,796786883,2,0.475344
5,3,796786883,22,0.453571
2,3,796786883,13,0.313179
10,3,796786883,21,0.44515
1,3,796786883,9,0.459874
1,3,796786883,24,0.451603
20,3,796786883,3,0.914826
50,3,796786883,15,0.209278
5,3,796786883,5,0.46099
20,3,796786883,8,0.46449
5,3,796786883,31,0.447903
1,3,796786883,14,0.446235
2,3,796786883,2,0.478008
50,3,796786883,28,0.25698
10,3,796786883,12,0.444008
50,3,796786883,16,0.449455
10,3,796786883,19,0.12768
20,3,796786883,6,0.884463
5,3,796786883,17,0.444807
50,3,796786883,30,0.450639
2,3,796786883,32,0.911619
10,3,796786883,25,1.213165
50,3,796786883,10,0.463712
1,3,796786883,13,0.323103
2,3,796786883,19,0.142693
20,3,796786883,28,0.256774
5,3,796786883,24,0.446917
5,3,796786883,25,0.461272
10,3,796786883,7,0.436482
50,3,796786883,31,0.448761
1,3,796786883,30,0.458441
50,3,796786883,7,0.449333
10,3,796786883,18,0.237698
5,3,796786883,27,0.451594
2,3,796786883,10,0.455231
5,3,796786883,26,0.480985
2,3,796786883,24,0.457656
10,3,796786883,6,0.449832
20,3,796786883,32,0.460281
5,3,796786883,2,0.470806
20,3,796786883,29,0.240353
20,3,796786883,27,0.454267
20,3,796786883,21,0.445281
10,3,796786883,15,0.210352
2,3,796786883,1,0.556425
20,3,796786883,2,1.212734
20,3,796786883,26,0.455211
2,3,796786883,26,0.474224
10,3,796786883,10,0.459075
20,3,796786883,5,0.46363
2,3,796786883,4,0.44978
20,3,796786883,10,0.467091
5,3,796786883,12,0.451845
1,3,796786883,11,0.445796
1,3,796786883,25,0.457079
1,3,796786883,5,0.475443
2,3,796786883,7,0.442232
5,3,796786883,21,0.4401
50,3,796786883,13,0.316816
5,3,796786883,3,0.471586
50,3,796786883,29,0.227514
20,3,796786883,13,0.316139
1,3,796786883,2,0.955241
50,3,796786883,14,0.466846
2,3,796786883,17,0.450114
50,3,796786883,19,0.127065
5,3,796786883,11,0.456607
2,3,796786883,29,0.222046
5,3,796786883,6,0.45326
2,3,796786883,6,0.443437
1,3,796786883,12,0.452675
10,3,796786883,4,0.447797
1,3,796786883,29,0.221976
5,3,796786883,23,0.442163
20,3,796786883,24,0.451994
10,3,796786883,27,0.455804
20,3,796786883,18,0.240466
10,3,796786883,24,0.456932
50,3,796786883,9,0.444571
20,3,796786883,22,1.373071
2,3,796786883,8,0.569628
50,3,796786883,4,0.454081
1,3,796786883,27,0.890568
10,3,796786883,20,0.288733
10,3,796786883,26,0.451275
2,3,796786883,5,0.462812
20,3,796786883,23,0.450228
2,3,796786883,9,0.453088
2,3,796786883,31,0.446464
20,3,796786883,19,0.123461
5,3,796786883,7,0.469448
50,3,796786883,26,0.450827
1,3,796786883,8,0.472602
10,3,796786883,2,0.46513
5,3,796786883,30,0.445203
10,3,796786883,16,0.447444
1,3,796786883,6,0.459822
50,3,796786883,32,0.457983
10,3,796786883,22,0.449631
20,3,796786883,16,0.833919
2,3,796786883,28,0.257511
10,3,796786883,29,0.234159
50,3,796786883,20,0.292098
50,3,796786883,24,0.461465
1,3,796786883,15,0.215311
20,3,796786883,14,0.448015
2,3,796786883,23,0.75097
1,3,796786883,1,0.51022
10,3,796786883,31,0.458415
5,3,796786883,19,0.119766
1,3,796786883,10,0.459971
10,3,796786883,23,0.446067
10,3,796786883,13,0.614862
1,3,796786883,7,0.523003
1,3,796786883,18,0.235384
5,3,796786883,20,0.289934
10,3,796786883,5,0.462462
50,3,796786883,23,0.445835
10,3,796786883,30,0.456844
10,3,796786883,8,0.45945
20,3,796786883,12,0.454559
20,3,796786883,1,0.555347
5,3,796786883,32,0.449986
10,3,796786883,9,0.44524
10,3,796786883,17,0.457105
5,3,796786883,18,0.237327
5,3,796786883,9,0.445769
2,3,796786883,18,0.228565
1,3,796786883,22,0.529298
5,3,796786883,16,0.446258
2,3,796786883,21,0.442908
10,3,796786883,32,0.459918
20,3,796786883,7,0.459439
50,3,796786883,5,0.922484
1,3,796786883,23,0.456197
2,3,796786883,25,0.512131
50,3,796786883,18,0.28011
1,3,796786883,16,0.452073
50,3,796786883,21,0.454273
20,3,796786883,17,1.836066
5,3,796786883,28,0.261958
50,3,796786883,11,0.457839
20,3,796786883,31,0.913906
5,3,796786883,13,0.615518
5,3,796786883,15,0.422018
1,3,796786883,4,0.442984
2,3,796786883,11,0.442944
50,3,796786883,6,0.443844
20,3,796786883,9,0.45467
2,3,796786883,12,0.442725
5,3,796786883,14,0.445731
2,3,796786883,3,0.458777
50,3,796786883,12,0.456232
5,3,796786883,8,0.468036
5,3,796786883,1,2.537358
50,3,796786883,22,0.46564
1,3,796786883,20,0.753978
20,3,796786883,11,0.448563
2,3,796786883,14,0.447932
1,3,796786883,26,0.452959
50,3,796786883,27,0.4581
50,3,796786883,3,0.51535
10,3,796786883,14,0.444999
50,3,796786883,1,0.568072
10,3,796786883,1,0.565628
5,3,796786883,29,0.230016
2,3,796786883,16,0.451508
2,3,796786883,20,0.291551
5,3,796786883,4,0.457305
2,3,796786883,30,0.445388
50,3,796786883,8,0.918115
1,3,796786883,3,0.925065
1,3,796786883,19,0.237286
20,3,796786883,20,0.29015
1,3,796786883,32,0.44753
1,3,796786883,17,0.451682
2,3,796786883,22,0.463647
20,3,796786883,30,0.454703
20,3,796786883,25,0.890674
1,3,796786883,21,0.448498
10,3,796786883,28,0.254157
10,3,796786883,3,0.457619
20,3,796786883,15,0.210697
50,3,796786883,17,0.854932
2,3,796786883,27,0.45979
1,3,796786883,28,0.254864
10,3,796786883,11,0.443483
1,3,796786883,31,0.498597
2,3,796786883,15,0.216386
5,3,796786883,10,0.458215
20,3,796786883,4,0.461712
50,3,796786883,2,0.466562
5,3,796786883,22,0.446771
2,3,796786883,13,0.311631
10,3,796786883,21,0.442638
1,3,796786883,9,0.449924
1,3,796786883,24,0.448509
20,3,796786883,3,0.650818
50,3,796786883,15,0.217965
5,3,796786883,5,0.459196
20,3,796786883,8,0.461938
5,3,796786883,31,0.448199
1,3,796786883,14,0.442632
2,3,796786883,2,0.476042
50,3,796786883,28,0.257062
10,3,796786883,12,0.456098
50,3,796786883,16,0.441757
10,3,796786883,19,0.117686
20,3,796786883,6,0.45357
5,3,796786883,17,0.442412
50,3,796786883,30,0.464299
2,3,796786883,32,0.769594
10,3,796786883,25,0.457576
50,3,796786883,10,0.460128
1,3,796786883,13,0.311
2,3,796786883,19,0.119757
20,3,796786883,28,0.256528
5,3,796786883,24,0.45218
5,3,796786883,25,0.45823
10,3,796786883,7,0.447825
50,3,796786883,31,0.466861
1,3,796786883,30,0.500246
50,3,796786883,7,0.452814
10,3,796786883,18,0.236308
5,3,796786883,27,0.458907
2,3,796786883,10,0.458383
5,3,796786883,26,0.44733
2,3,796786883,24,0.449271
10,3,796786883,6,0.444323
20,3,796786883,32,0.452575
5,3,796786883,2,0.481498
20,3,796786883,29,0.22266
20,3,796786883,27,0.458741
20,3,796786883,21,0.440744
10,3,796786883,15,0.21018
2,3,796786883,1,0.53209
20,3,796786883,2,0.496014
20,3,796786883,26,0.450258
2,3,796786883,26,0.444793
10,3,796786883,10,0.463427
20,3,796786883,5,0.476633
2,3,796786883,4,0.869567
20,3,796786883,10,0.456019
5,3,796786883,12,0.953259
1,3,796786883,11,0.83062
1,3,796786883,25,0.457299
1,3,796786883,5,0.466374
2,3,796786883,7,0.442462
5,3,796786883,21,0.440366
50,3,796786883,13,0.320305
5,3,796786883,3,0.464461
50,3,796786883,29,0.225035
20,3,796786883,13,0.32203
1,3,796786883,2,0.474827
50,3,796786883,14,0.440344
2,3,796786883,17,0.449641
50,3,796786883,19,0.118802
5,3,796786883,11,0.450248
2,3,796786883,29,0.222666
5,3,796786883,6,0.470169
2,3,796786883,6,0.450473
1,3,796786883,12,0.444328
10,3,796786883,4,0.445984
1,3,796786883,29,0.22501
5,3,796786883,23,0.453414
20,3,796786883,24,0.456575
10,3,796786883,27,0.446902
20,3,796786883,18,0.243837
10,3,796786883,24,0.445981
50,3,796786883,9,0.451419
20,3,796786883,22,0.453188
2,3,796786883,8,0.517266
50,3,796786883,4,0.445772
1,3,796786883,27,0.455992
10,3,796786883,20,0.287981
10,3,796786883,26,0.45814
2,3,796786883,5,0.46854
20,3,796786883,23,0.925103
2,3,796786883,9,0.445342
2,3,796786883,31,0.92123
50,3,796786883,25,0.468361
5,3,796786883,7,0.442181
50,3,796786883,26,0.479474
1,3,796786883,8,0.469084
10,3,796786883,2,0.484664
5,3,796786883,30,0.450427
10,3,796786883,16,0.445108
1,3,796786883,6,0.451738
50,3,796786883,32,0.454651
10,3,796786883,22,0.460963
20,3,796786883,16,0.444101
2,3,796786883,28,0.256768
10,3,796786883,29,0.222473
50,3,796786883,20,0.289935
50,3,796786883,24,0.455194
1,3,796786883,15,0.212191
20,3,796786883,14,0.434845
2,3,796786883,23,0.445018
1,3,796786883,1,0.531662
10,3,796786883,31,0.482422
5,3,796786883,19,0.127032
1,3,796786883,10,0.459711
10,3,796786883,23,0.447389
10,3,796786883,13,0.309641
1,3,796786883,7,0.447697
1,3,796786883,18,0.226188
5,3,796786883,20,0.301131
10,3,796786883,5,0.457867
50,3,796786883,23,0.462498
10,3,796786883,30,0.451541
10,3,796786883,8,0.460777
20,3,796786883,12,0.448246
20,3,796786883,1,0.582921
5,3,796786883,32,0.456334
10,3,796786883,9,0.439643
10,3,796786883,17,0.45107
5,3,796786883,18,0.228684
5,3,796786883,9,0.443053
2,3,796786883,18,0.22972
1,3,796786883,22,0.498166
5,3,796786883,16,0.441685
2,3,796786883,21,0.456334
10,3,796786883,32,0.478098
20,3,796786883,7,0.45389
50,3,796786883,5,0.458775
1,3,796786883,23,0.454296
2,3,796786883,25,0.449219
50,3,796786883,18,0.23145
1,3,796786883,16,0.449195
50,3,796786883,21,0.447277
20,3,796786883,17,0.457507
5,3,796786883,28,0.264953
50,3,796786883,11,0.469678
20,3,796786883,31,0.447947
5,3,796786883,13,0.320296
5,3,796786883,15,0.480287
1,3,796786883,4,0.448493
2,3,796786883,11,0.452151
50,3,796786883,6,0.456561
20,3,796786883,9,0.45397
2,3,796786883,12,0.492745
5,3,796786883,14,0.437634
2,3,796786883,3,0.443982
50,3,796786883,12,0.453939
5,3,796786883,8,0.466565
5,3,796786883,1,0.54315
50,3,796786883,22,0.858087
1,3,796786883,20,0.290213
20,3,796786883,11,0.446383
2,3,796786883,14,0.437351
1,3,796786883,26,0.453766
50,3,796786883,27,0.456926
50,3,796786883,3,0.446056
10,3,796786883,14,0.441746
50,3,796786883,1,0.578554
10,3,796786883,1,0.579353
5,3,796786883,29,0.224178
2,3,796786883,16,0.450992
2,3,796786883,20,0.290848
5,3,796786883,4,0.445596
2,3,796786883,30,0.453506
50,3,796786883,8,0.470915
1,3,796786883,3,0.455744
1,3,796786883,19,0.117846
20,3,796786883,20,0.292033
1,3,796786883,32,0.447616
1,3,796786883,17,0.446304
2,3,796786883,22,0.447469
20,3,796786883,30,0.464383
20,3,796786883,25,0.444725
1,3,796786883,21,0.475428
10,3,796786883,28,0.253938
10,3,796786883,3,0.460924
20,3,796786883,15,0.215772
50,3,796786883,17,0.448876
2,3,796786883,27,0.447557
1,3,796786883,28,0.254069
10,3,796786883,11,0.445022
1,3,796786883,31,0.454071
2,3,796786883,15,0.21075
5,3,796786883,10,0.461197
20,3,796786883,4,0.450644
50,3,796786883,2,0.472087
5,3,796786883,22,0.462391
2,3,796786883,13,0.315831
10,3,796786883,21,0.460008
1,3,796786883,9,0.464991
1,3,796786883,24,0.451829
20,3,796786883,3,0.44659
50,3,796786883,15,0.212858
5,3,796786883,5,0.460306
20,3,796786883,8,0.463371
5,3,796786883,31,0.459571
1,3,796786883,14,0.452822
2,3,796786883,2,0.46097
50,3,796786883,28,0.255498
10,3,796786883,12,0.4759
50,3,796786883,16,0.44824
10,3,796786883,19,0.118555
20,3,796786883,6,0.456225
5,3,796786883,17,0.449725
50,3,796786883,30,0.589392
2,3,796786883,32,0.46122
10,3,796786883,25,0.449064
50,3,796786883,10,0.4642
1,3,796786883,13,0.325791
2,3,796786883,19,0.119161
20,3,796786883,28,0.257261
5,3,796786883,24,0.44703
5,3,796786883,25,0.456088
10,3,796786883,7,0.47589
50,3,796786883,31,0.462762
1,3,796786883,30,0.447793
50,3,796786883,7,0.441322
10,3,796786883,18,0.229119
5,3,796786883,27,0.453289
2,3,796786883,10,0.457954
5,3,796786883,26,0.977995
2,3,796786883,24,0.456832
10,3,796786883,6,0.455704
20,3,796786883,32,0.450383
5,3,796786883,2,2.958492
20,3,796786883,29,0.231875
20,3,796786883,27,0.454778
20,3,796786883,21,0.442966
10,3,796786883,15,0.217288
2,3,796786883,1,0.664137
20,3,796786883,2,0.463065
20,3,796786883,26,0.903928
2,3,796786883,26,0.451052
10,3,796786883,10,0.459217
20,3,796786883,5,0.46482
2,3,796786883,4,0.457209
20,3,796786883,10,0.466464
5,3,796786883,12,0.442885
1,3,796786883,11,0.457582
1,3,796786883,25,0.449275
1,3,796786883,5,0.461592
2,3,796786883,7,0.453774
5,3,796786883,21,0.440802
50,3,796786883,13,0.312088
5,3,796786883,3,0.454663
50,3,796786883,29,0.467084
20,3,796786883,13,0.369725
1,3,796786883,2,0.961597
50,3,796786883,14,0.448345
2,3,796786883,17,0.47082
50,3,796786883,19,0.118712
5,3,796786883,11,0.447387
2,3,796786883,29,0.229243
5,3,796786883,6,0.453966
2,3,796786883,6,0.445334
1,3,796786883,12,1.074094
10,3,796786883,4,0.44393
1,3,796786883,29,0.222093
5,3,796786883,23,0.450963
20,3,796786883,24,0.448686
10,3,796786883,27,0.44398
20,3,796786883,18,0.228109
10,3,796786883,24,0.450274
50,3,796786883,9,0.465059
20,3,796786883,22,0.45214
2,3,796786883,8,0.516885
50,3,796786883,4,0.438251
1,3,796786883,27,0.460187
10,3,796786883,20,0.298226
10,3,796786883,26,0.446571
2,3,796786883,5,0.471334
20,3,796786883,23,0.461074
2,3,796786883,9,0.458826
2,3,796786883,31,0.451264
50,3,796786883,25,0.4513
20,3,796786883,19,0.135406
50,3,796786883,26,0.45446
1,3,796786883,8,0.461666
10,3,796786883,2,0.465778
5,3,796786883,30,0.450291
10,3,796786883,16,0.45452
1,3,796786883,6,0.453894
50,3,796786883,32,0.451387
10,3,796786883,22,0.450623
20,3,796786883,16,0.44469
2,3,796786883,28,0.258463
10,3,796786883,29,0.23252
50,3,796786883,20,0.293725
50,3,796786883,24,0.458145
1,3,796786883,15,0.210231
20,3,796786883,14,0.457077
2,3,796786883,23,0.447805
1,3,796786883,1,0.535172
10,3,796786883,31,0.447299
5,3,796786883,19,0.237694
1,3,796786883,10,0.470609
10,3,796786883,23,0.445362
10,3,796786883,13,0.309484
1,3,796786883,7,0.445409
1,3,796786883,18,0.229324
5,3,796786883,20,0.299756
10,3,796786883,5,0.462042
50,3,796786883,23,0.453574
10,3,796786883,30,0.448508
10,3,796786883,8,0.465015
20,3,796786883,12,0.456128
20,3,796786883,1,0.555008
5,3,796786883,32,0.449834
10,3,796786883,9,0.452069
10,3,796786883,17,0.442645
5,3,796786883,18,0.225908
5,3,796786883,9,0.478284
2,3,796786883,18,0.451075
1,3,796786883,22,0.492599
5,3,796786883,16,0.443863
2,3,796786883,21,0.449347
10,3,796786883,32,0.450863
20,3,796786883,7,0.441302
50,3,796786883,5,0.478754
1,3,796786883,23,0.457036
2,3,796786883,25,0.462402
50,3,796786883,18,0.230752
1,3,796786883,16,0.455926
50,3,796786883,21,0.447827
20,3,796786883,17,0.445067
5,3,796786883,28,0.257891
50,3,796786883,11,0.443349
20,3,796786883,31,0.449933
5,3,796786883,13,0.314567
5,3,796786883,15,0.216028
1,3,796786883,4,0.444627
2,3,796786883,11,0.445432
50,3,796786883,6,0.489959
20,3,796786883,9,0.447593
2,3,796786883,12,0.445899
5,3,796786883,14,0.436592
2,3,796786883,3,0.63868
50,3,796786883,12,0.461239
5,3,796786883,8,0.481506
5,3,796786883,1,0.534124
50,3,796786883,22,0.455707
1,3,796786883,20,0.300342
20,3,796786883,11,0.445853
2,3,796786883,14,0.442012
1,3,796786883,26,0.459765
50,3,796786883,27,0.461793
50,3,796786883,3,0.458362
10,3,796786883,14,0.4425
50,3,796786883,1,1.064313
10,3,796786883,1,0.551306
5,3,796786883,29,0.233771
2,3,796786883,16,0.512524
2,3,796786883,20,0.290081
5,3,796786883,4,0.450223
2,3,796786883,30,0.44285
50,3,796786883,8,0.471317
1,3,796786883,3,0.447675
1,3,796786883,19,0.126067
20,3,796786883,20,0.321379
1,3,796786883,32,0.452214
1,3,796786883,17,0.455625
2,3,796786883,22,0.503778
20,3,796786883,30,0.45981
20,3,796786883,25,0.4679
1,3,796786883,21,0.454821
10,3,796786883,28,0.259751
10,3,796786883,3,0.462069
20,3,796786883,15,0.212154
50,3,796786883,17,0.488728
2,3,796786883,27,0.455864
1,3,796786883,28,0.260586
10,3,796786883,11,0.48238
1,3,796786883,31,0.455505
2,3,796786883,15,0.20976
5,3,796786883,10,0.463522
20,3,796786883,4,0.449972
50,3,796786883,2,0.465437
5,3,796786883,22,0.454596
2,3,796786883,13,0.326124
10,3,796786883,21,0.506079
1,3,796786883,9,0.473586
1,3,796786883,24,0.449474
20,3,796786883,3,0.45259
50,3,796786883,15,0.218668
5,3,796786883,5,0.480407
20,3,796786883,8,0.493904
5,3,796786883,31,0.450592
1,3,796786883,14,0.464341
2,3,796786883,2,0.479052
50,3,796786883,28,0.260567
10,3,796786883,12,0.475588
50,3,796786883,16,0.54016
10,3,796786883,19,0.118846
20,3,796786883,6,0.455566
5,3,796786883,17,0.468468
50,3,796786883,30,0.449488
2,3,796786883,32,0.447842
10,3,796786883,25,0.451601
50,3,796786883,10,0.466086
1,3,796786883,13,0.319683
2,3,796786883,19,0.12403
20,3,796786883,28,0.255085
5,3,796786883,24,0.445309
5,3,796786883,25,0.450743
10,3,796786883,7,0.471888
50,3,796786883,31,0.452207
1,3,796786883,30,0.445933
50,3,796786883,7,0.450898
10,3,796786883,18,0.232005
5,3,796786883,27,0.457346
2,3,796786883,10,0.458351
5,3,796786883,26,0.466693
2,3,796786883,24,0.452184
10,3,796786883,6,1.121433
20,3,796786883,32,0.447775
5,3,796786883,2,0.473422
20,3,796786883,29,0.2229
20,3,796786883,27,0.450881
20,3,796786883,21,0.478971
10,3,796786883,15,0.212345
2,3,796786883,1,0.557108
20,3,796786883,2,0.479696
20,3,796786883,26,0.451043
2,3,796786883,26,0.461186
10,3,796786883,10,0.465038
20,3,796786883,5,0.523999
2,3,796786883,4,0.454628
20,3,796786883,10,0.454521
5,3,796786883,12,0.456077
1,3,796786883,11,0.941518
1,3,796786883,25,0.45329
1,3,796786883,5,0.468311
2,3,796786883,7,0.44096
5,3,796786883,21,0.446803
50,3,796786883,13,0.30828
5,3,796786883,3,0.916165
50,3,796786883,29,0.228654
20,3,796786883,13,0.319632
1,3,796786883,2,0.460587
50,3,796786883,14,0.444504
2,3,796786883,17,0.459104
50,3,796786883,19,0.127984
5,3,796786883,11,0.445439
2,3,796786883,29,0.267968
5,3,796786883,6,0.448056
2,3,796786883,6,0.439675
1,3,796786883,12,0.454011
10,3,796786883,4,0.492
1,3,796786883,29,0.225237
5,3,796786883,23,0.471509
20,3,796786883,24,0.448023
10,3,796786883,27,0.445537
20,3,796786883,18,0.229659
10,3,796786883,24,0.454531
50,3,796786883,9,0.440086
20,3,796786883,22,0.454829
2,3,796786883,8,0.52789
50,3,796786883,4,0.460115
1,3,796786883,27,0.461562
10,3,796786883,20,0.301857
10,3,796786883,26,0.459856
2,3,796786883,5,0.468634
20,3,796786883,23,0.455538
2,3,796786883,9,0.447681
2,3,796786883,31,0.45406
50,3,796786883,25,0.452232
20,3,796786883,19,0.119708
5,3,796786883,7,0.456828
1,3,796786883,8,0.460282
10,3,796786883,2,0.464246
5,3,796786883,30,0.455083
10,3,796786883,16,0.45116
1,3,796786883,6,0.455292
50,3,796786883,32,0.451325
10,3,796786883,22,0.449378
20,3,796786883,16,0.449514
2,3,796786883,28,0.254463
10,3,796786883,29,0.224714
50,3,796786883,20,0.300457
50,3,796786883,24,0.452323
1,3,796786883,15,0.209298
20,3,796786883,14,0.442214
2,3,796786883,23,0.456311
1,3,796786883,1,0.976499
10,3,796786883,31,0.445484
5,3,796786883,19,0.119843
1,3,796786883,10,0.45689
10,3,796786883,23,0.454916
10,3,796786883,13,0.316025
1,3,796786883,7,0.441513
1,3,796786883,18,0.228306
5,3,796786883,20,0.289079
10,3,796786883,5,0.462898
50,3,796786883,23,0.452111
10,3,796786883,30,0.454678
10,3,796786883,8,0.470356
20,3,796786883,12,0.455022
20,3,796786883,1,0.616545
5,3,796786883,32,0.446518
10,3,796786883,9,0.441282
10,3,796786883,17,0.453604
5,3,796786883,18,0.410187
5,3,796786883,9,0.45363
2,3,796786883,18,0.230014
1,3,796786883,22,0.501924
5,3,796786883,16,0.442704
2,3,796786883,21,0.453078
10,3,796786883,32,0.451702
20,3,796786883,7,0.506294
50,3,796786883,5,0.470766
1,3,796786883,23,0.464033
2,3,796786883,25,0.449481
50,3,796786883,18,0.229016
1,3,796786883,16,0.446522
50,3,796786883,21,0.449551
20,3,796786883,17,0.450742
5,3,796786883,28,0.537125
50,3,796786883,11,0.449132
20,3,796786883,31,0.46031
5,3,796786883,13,0.310204
5,3,796786883,15,0.209371
1,3,796786883,4,0.476564
2,3,796786883,11,0.442694
50,3,796786883,6,0.444747
20,3,796786883,9,0.44376
2,3,796786883,12,0.477607
5,3,796786883,14,0.438723
2,3,796786883,3,0.442705
50,3,796786883,12,0.457912
5,3,796786883,8,0.465657
5,3,796786883,1,0.553897
50,3,796786883,22,0.455987
1,3,796786883,20,0.29361
20,3,796786883,11,0.924914
2,3,796786883,14,0.44375
1,3,796786883,26,0.446037
50,3,796786883,27,0.451448
50,3,796786883,3,0.458579
10,3,796786883,14,0.45808
50,3,796786883,1,0.560089
10,3,796786883,1,0.566602
5,3,796786883,29,0.225795
2,3,796786883,16,0.449199
2,3,796786883,20,0.294174
5,3,796786883,4,0.444564
2,3,796786883,30,0.442175
50,3,796786883,8,0.475262
1,3,796786883,3,0.445797
1,3,796786883,19,0.267776
20,3,796786883,20,0.290158
1,3,796786883,32,0.455212
1,3,796786883,17,0.451575
2,3,796786883,22,0.449118
20,3,796786883,30,0.44511
20,3,796786883,25,0.461131
1,3,796786883,21,0.443071
10,3,796786883,28,0.265698
10,3,796786883,3,0.444076
20,3,796786883,15,0.219609
50,3,796786883,17,0.450605
2,3,796786883,27,0.450895
1,3,796786883,28,0.255177
10,3,796786883,11,0.449626
1,3,796786883,31,0.452127
2,3,796786883,15,0.215682
5,3,796786883,10,0.455335
20,3,796786883,4,0.477482
50,3,796786883,2,0.473189
5,3,796786883,22,0.466132
2,3,796786883,13,0.312333
10,3,796786883,21,0.450442
1,3,796786883,9,0.442918
1,3,796786883,24,0.461392
20,3,796786883,3,0.452132
50,3,796786883,15,0.211126
5,3,796786883,5,0.459341
20,3,796786883,8,0.543483
5,3,796786883,31,0.445084
1,3,796786883,14,0.443081
2,3,796786883,2,0.476249
50,3,796786883,28,0.254544
10,3,796786883,12,0.449853
50,3,796786883,16,0.457638
10,3,796786883,19,0.118763
20,3,796786883,6,1.692949
5,3,796786883,17,0.444254
50,3,796786883,30,0.45213
2,3,796786883,32,0.466773
10,3,796786883,25,0.461332
50,3,796786883,10,0.466732
1,3,796786883,13,0.325698
2,3,796786883,19,0.119984
20,3,796786883,28,0.257863
5,3,796786883,24,0.445237
5,3,796786883,25,0.448971
10,3,796786883,7,0.45228
50,3,796786883,31,0.459785
1,3,796786883,30,0.457806
50,3,796786883,7,0.444735
10,3,796786883,18,0.230802
5,3,796786883,27,0.89585
2,3,796786883,10,0.518691
5,3,796786883,26,0.446024
2,3,796786883,24,0.454805
10,3,796786883,6,0.514313
20,3,796786883,32,0.454709
5,3,796786883,2,0.475247
20,3,796786883,29,0.221818
20,3,796786883,27,0.45043
20,3,796786883,21,0.468655
10,3,796786883,15,0.220645
2,3,796786883,1,0.553261
20,3,796786883,2,0.465501
20,3,796786883,26,0.457164
2,3,796786883,26,0.446596
10,3,796786883,10,0.465407
20,3,796786883,5,0.471926
2,3,796786883,4,0.45344
20,3,796786883,10,0.467008
5,3,796786883,12,0.443537
1,3,796786883,11,0.460339
1,3,796786883,25,0.767794
1,3,796786883,5,0.468357
2,3,796786883,7,0.449554
5,3,796786883,21,0.441586
50,3,796786883,13,0.325109
5,3,796786883,3,0.459305
50,3,796786883,29,0.224308
20,3,796786883,13,0.309242
1,3,796786883,2,0.456045
50,3,796786883,14,1.045331
2,3,796786883,17,0.46127
50,3,796786883,19,0.118427
5,3,796786883,11,0.44501
2,3,796786883,29,0.220161
5,3,796786883,6,0.452344
2,3,796786883,6,0.449262
1,3,796786883,12,0.444456
10,3,796786883,4,0.444295
1,3,796786883,29,0.227686
5,3,796786883,23,0.442213
20,3,796786883,24,0.446525
10,3,796786883,27,0.444989
20,3,796786883,18,0.230333
10,3,796786883,24,0.45075
50,3,796786883,9,0.448034
20,3,796786883,22,0.457516
2,3,796786883,8,0.511238
50,3,796786883,4,0.439557
1,3,796786883,27,0.452699
10,3,796786883,20,0.288896
10,3,796786883,26,0.448314
2,3,796786883,5,0.465631
20,3,796786883,23,0.445055
2,3,796786883,9,0.44495
2,3,796786883,31,0.446051
50,3,796786883,25,0.457256
20,3,796786883,19,0.128918
5,3,796786883,7,0.441939
50,3,796786883,26,0.45691
10,3,796786883,2,0.465576
5,3,796786883,30,0.455761
