factor_level,formal_replication_index,formal_structural_seed,step_index,wall_latency_ms
10,4,1126922093,19,0.406581
20,4,1126922093,6,0.35715
5,4,1126922093,17,0.404239
50,4,1126922093,30,0.79564
2,4,1126922093,32,1.343759
10,4,1126922093,25,1.84177
50,4,1126922093,10,0.403771
1,4,1126922093,13,0.430953
2,4,1126922093,19,0.407896
20,4,1126922093,28,0.74784
5,4,1126922093,24,0.25543
5,4,1126922093,25,0.413988
10,4,1126922093,7,0.437265
50,4,1126922093,31,0.231299
1,4,1126922093,30,0.699308
50,4,1126922093,7,0.426218
10,4,1126922093,18,0.192705
5,4,1126922093,27,0.427485
2,4,1126922093,10,0.401491
5,4,1126922093,26,0.405238
2,4,1126922093,24,0.25186
10,4,1126922093,6,0.208289
20,4,1126922093,32,0.410338
5,4,1126922093,2,0.444953
20,4,1126922093,29,0.430353
20,4,1126922093,27,0.77266
20,4,1126922093,21,0.695308
10,4,1126922093,15,0.278645
2,4,1126922093,1,0.244105
20,4,1126922093,2,0.455911
20,4,1126922093,26,0.426831
2,4,1126922093,26,0.410053
10,4,1126922093,10,0.407681
20,4,1126922093,5,0.400586
2,4,1126922093,4,0.437901
20,4,1126922093,10,0.415001
5,4,1126922093,12,0.409823
1,4,1126922093,11,0.406683
1,4,1126922093,25,0.406441
1,4,1126922093,5,0.439367
2,4,1126922093,7,0.417709
5,4,1126922093,21,0.393924
50,4,1126922093,13,0.404919
5,4,1126922093,3,0.764132
50,4,1126922093,29,0.43782
20,4,1126922093,13,0.409481
1,4,1126922093,2,0.434887
50,4,1126922093,14,0.413404
2,4,1126922093,17,0.436465
50,4,1126922093,19,0.406437
5,4,1126922093,11,0.810809
2,4,1126922093,29,0.425081
5,4,1126922093,6,0.382623
2,4,1126922093,6,0.20858
1,4,1126922093,12,0.39924
10,4,1126922093,4,0.422846
1,4,1126922093,29,0.788677
5,4,1126922093,23,0.406218
20,4,1126922093,24,0.464725
10,4,1126922093,27,0.41219
20,4,1126922093,18,0.188079
10,4,1126922093,24,0.258756
50,4,1126922093,9,0.413866
20,4,1126922093,22,0.426304
2,4,1126922093,8,0.536517
50,4,1126922093,4,0.738008
1,4,1126922093,27,0.42201
10,4,1126922093,20,0.112049
10,4,1126922093,26,1.118934
2,4,1126922093,5,0.447883
20,4,1126922093,23,0.687453
2,4,1126922093,9,0.427174
2,4,1126922093,31,0.409854
50,4,1126922093,25,0.428529
20,4,1126922093,19,0.403865
5,4,1126922093,7,0.67034
50,4,1126922093,26,0.418377
1,4,1126922093,8,0.399993
10,4,1126922093,2,0.447405
5,4,1126922093,30,0.420338
10,4,1126922093,16,0.669769
1,4,1126922093,6,0.249616
50,4,1126922093,32,0.410383
10,4,1126922093,22,0.421252
20,4,1126922093,16,0.418938
2,4,1126922093,28,0.428995
10,4,1126922093,29,0.774004
50,4,1126922093,20,0.110662
50,4,1126922093,24,0.262901
1,4,1126922093,15,0.267062
20,4,1126922093,14,0.400558
2,4,1126922093,23,0.432292
1,4,1126922093,1,0.249112
10,4,1126922093,31,0.232025
5,4,1126922093,19,0.39587
1,4,1126922093,10,0.67835
10,4,1126922093,23,0.421838
10,4,1126922093,13,0.409562
1,4,1126922093,7,0.445851
1,4,1126922093,18,0.202628
5,4,1126922093,20,0.111671
10,4,1126922093,5,0.404693
50,4,1126922093,23,0.410531
10,4,1126922093,30,0.410296
10,4,1126922093,8,0.409243
20,4,1126922093,12,0.417452
20,4,1126922093,1,0.25761
5,4,1126922093,32,0.410665
10,4,1126922093,9,0.420042
10,4,1126922093,17,0.707738
5,4,1126922093,18,0.194486
5,4,1126922093,9,0.424245
2,4,1126922093,18,0.190699
1,4,1126922093,22,0.423149
5,4,1126922093,16,0.398061
2,4,1126922093,21,0.690782
10,4,1126922093,32,0.416705
20,4,1126922093,7,0.411518
50,4,1126922093,5,0.406497
1,4,1126922093,23,0.423554
2,4,1126922093,25,0.421835
50,4,1126922093,18,0.236558
1,4,1126922093,16,0.398326
50,4,1126922093,21,0.402332
20,4,1126922093,17,0.70115
5,4,1126922093,28,0.420654
50,4,1126922093,11,0.409687
20,4,1126922093,31,0.426851
5,4,1126922093,13,0.401147
5,4,1126922093,15,0.277187
1,4,1126922093,4,0.704949
2,4,1126922093,11,0.399761
50,4,1126922093,6,0.208659
20,4,1126922093,9,0.446766
2,4,1126922093,12,0.411191
5,4,1126922093,14,0.40119
2,4,1126922093,3,0.429953
50,4,1126922093,12,0.396981
5,4,1126922093,8,0.409093
5,4,1126922093,1,0.430431
50,4,1126922093,22,0.4357
1,4,1126922093,20,0.155235
20,4,1126922093,11,0.404795
2,4,1126922093,14,0.689742
1,4,1126922093,26,0.45432
50,4,1126922093,27,0.43323
50,4,1126922093,3,0.459719
10,4,1126922093,14,0.700616
50,4,1126922093,1,0.262554
10,4,1126922093,1,0.273554
5,4,1126922093,29,0.484564
2,4,1126922093,16,0.394528
2,4,1126922093,20,0.110223
5,4,1126922093,4,0.471288
2,4,1126922093,30,0.436902
50,4,1126922093,8,0.713362
1,4,1126922093,3,0.463019
1,4,1126922093,19,0.415077
20,4,1126922093,20,0.113567
1,4,1126922093,32,0.429759
1,4,1126922093,17,0.412974
20,4,1126922093,30,0.719835
20,4,1126922093,25,0.423051
1,4,1126922093,21,0.42295
10,4,1126922093,28,0.421574
10,4,1126922093,3,0.423829
20,4,1126922093,15,0.267724
50,4,1126922093,17,0.410202
2,4,1126922093,27,0.584664
1,4,1126922093,28,0.422525
10,4,1126922093,11,0.402572
1,4,1126922093,31,0.23977
2,4,1126922093,15,0.268353
5,4,1126922093,10,0.400539
20,4,1126922093,4,0.739338
50,4,1126922093,2,0.44801
5,4,1126922093,22,0.419416
2,4,1126922093,13,0.649714
10,4,1126922093,21,0.40241
1,4,1126922093,9,0.735612
1,4,1126922093,24,0.253894
20,4,1126922093,3,0.413913
50,4,1126922093,15,0.266999
5,4,1126922093,5,0.403743
20,4,1126922093,8,0.521523
5,4,1126922093,31,0.229451
1,4,1126922093,14,0.724455
2,4,1126922093,2,0.439938
50,4,1126922093,28,0.795362
10,4,1126922093,12,0.399157
50,4,1126922093,16,0.70192
10,4,1126922093,19,0.400748
20,4,1126922093,6,0.354338
5,4,1126922093,17,0.686757
50,4,1126922093,30,0.410744
2,4,1126922093,32,0.419828
10,4,1126922093,25,0.409486
50,4,1126922093,10,0.40718
1,4,1126922093,13,0.403002
2,4,1126922093,19,0.437827
20,4,1126922093,28,0.840064
5,4,1126922093,24,0.793757
5,4,1126922093,25,0.815575
10,4,1126922093,7,0.419752
50,4,1126922093,31,0.230763
1,4,1126922093,30,0.718076
50,4,1126922093,7,0.459508
10,4,1126922093,18,0.202747
5,4,1126922093,27,0.425699
2,4,1126922093,10,0.688248
5,4,1126922093,26,0.727455
2,4,1126922093,24,0.257054
10,4,1126922093,6,0.206623
20,4,1126922093,32,0.410486
5,4,1126922093,2,0.786971
20,4,1126922093,29,0.425845
20,4,1126922093,27,0.422972
20,4,1126922093,21,0.709406
10,4,1126922093,15,0.269526
2,4,1126922093,1,0.253411
20,4,1126922093,2,0.743992
20,4,1126922093,26,0.407818
2,4,1126922093,26,0.424461
10,4,1126922093,10,0.44536
20,4,1126922093,5,0.400252
2,4,1126922093,4,0.422083
20,4,1126922093,10,0.407371
5,4,1126922093,12,0.423894
1,4,1126922093,11,0.406821
1,4,1126922093,25,0.744478
1,4,1126922093,5,0.393423
2,4,1126922093,7,0.411432
5,4,1126922093,21,0.698869
50,4,1126922093,13,0.404661
5,4,1126922093,3,0.430573
50,4,1126922093,29,0.42925
20,4,1126922093,13,0.612307
1,4,1126922093,2,0.434646
50,4,1126922093,14,0.412517
2,4,1126922093,17,0.767856
50,4,1126922093,19,0.396557
5,4,1126922093,11,0.401362
2,4,1126922093,29,0.465233
5,4,1126922093,6,0.208383
2,4,1126922093,6,0.207922
1,4,1126922093,12,0.642654
10,4,1126922093,4,1.074426
1,4,1126922093,29,0.442168
5,4,1126922093,23,0.415167
20,4,1126922093,24,0.532215
10,4,1126922093,27,0.432096
20,4,1126922093,18,0.191219
10,4,1126922093,24,0.450744
50,4,1126922093,9,0.409338
20,4,1126922093,22,0.432857
2,4,1126922093,8,0.463707
50,4,1126922093,4,0.436457
1,4,1126922093,27,0.420655
10,4,1126922093,20,0.152052
10,4,1126922093,26,0.404159
2,4,1126922093,5,0.398368
20,4,1126922093,23,0.407392
2,4,1126922093,9,0.413786
2,4,1126922093,31,0.231805
50,4,1126922093,25,0.741603
20,4,1126922093,19,0.408762
5,4,1126922093,7,0.423413
50,4,1126922093,26,0.485708
1,4,1126922093,8,0.402078
10,4,1126922093,2,0.45357
5,4,1126922093,30,0.460788
10,4,1126922093,16,0.408593
1,4,1126922093,6,0.208108
50,4,1126922093,32,0.427148
10,4,1126922093,22,0.43202
20,4,1126922093,16,0.393165
2,4,1126922093,28,0.418899
10,4,1126922093,29,0.432757
50,4,1126922093,20,0.110437
50,4,1126922093,24,0.267455
1,4,1126922093,15,0.277921
20,4,1126922093,14,0.414993
2,4,1126922093,23,0.404704
1,4,1126922093,1,0.234002
10,4,1126922093,31,0.230364
5,4,1126922093,19,0.756323
1,4,1126922093,10,0.419554
10,4,1126922093,23,0.729028
10,4,1126922093,13,0.476446
1,4,1126922093,7,0.766342
1,4,1126922093,18,0.200293
5,4,1126922093,20,0.112208
10,4,1126922093,5,0.449413
50,4,1126922093,23,0.415576
10,4,1126922093,30,0.403727
10,4,1126922093,8,0.685239
20,4,1126922093,12,0.707802
20,4,1126922093,1,0.275629
5,4,1126922093,32,0.454926
10,4,1126922093,9,0.777329
10,4,1126922093,17,0.40083
5,4,1126922093,18,0.20373
5,4,1126922093,9,0.424489
2,4,1126922093,18,0.189068
1,4,1126922093,22,0.419925
5,4,1126922093,16,0.391578
2,4,1126922093,21,0.729772
10,4,1126922093,32,0.408901
20,4,1126922093,7,0.42663
50,4,1126922093,5,0.405588
1,4,1126922093,23,0.397656
2,4,1126922093,25,0.419514
50,4,1126922093,18,0.354004
1,4,1126922093,16,0.411467
50,4,1126922093,21,0.518909
20,4,1126922093,17,0.69405
5,4,1126922093,28,0.412078
50,4,1126922093,11,0.400792
20,4,1126922093,31,0.228266
5,4,1126922093,13,0.410142
5,4,1126922093,15,0.470239
1,4,1126922093,4,0.427986
2,4,1126922093,11,0.400278
50,4,1126922093,6,0.214941
20,4,1126922093,9,0.415841
2,4,1126922093,12,0.420603
5,4,1126922093,14,0.406709
2,4,1126922093,3,0.422697
50,4,1126922093,12,0.415257
5,4,1126922093,8,0.6924
5,4,1126922093,1,0.281077
50,4,1126922093,22,0.455493
1,4,1126922093,20,0.154953
20,4,1126922093,11,0.406382
2,4,1126922093,14,0.417067
1,4,1126922093,26,0.408131
50,4,1126922093,27,0.457201
50,4,1126922093,3,0.771872
10,4,1126922093,14,0.40628
50,4,1126922093,1,0.322254
10,4,1126922093,1,0.276133
5,4,1126922093,29,0.462705
2,4,1126922093,16,0.425369
2,4,1126922093,20,0.112794
5,4,1126922093,4,0.515687
2,4,1126922093,30,0.772985
50,4,1126922093,8,0.422162
1,4,1126922093,3,0.424549
1,4,1126922093,19,0.400547
20,4,1126922093,20,0.190435
1,4,1126922093,32,0.413403
1,4,1126922093,17,0.670478
2,4,1126922093,22,0.425734
20,4,1126922093,25,0.436697
1,4,1126922093,21,0.420462
10,4,1126922093,28,0.422107
10,4,1126922093,3,0.410827
20,4,1126922093,15,0.268675
50,4,1126922093,17,0.42025
2,4,1126922093,27,0.436042
1,4,1126922093,28,0.426641
10,4,1126922093,11,0.706218
1,4,1126922093,31,0.439412
2,4,1126922093,15,0.587509
5,4,1126922093,10,0.41186
20,4,1126922093,4,0.716191
50,4,1126922093,2,0.466215
5,4,1126922093,22,0.735314
2,4,1126922093,13,0.703512
10,4,1126922093,21,0.396458
1,4,1126922093,9,0.666486
1,4,1126922093,24,0.252849
20,4,1126922093,3,0.439738
50,4,1126922093,15,0.26762
5,4,1126922093,5,0.401206
20,4,1126922093,8,0.717485
5,4,1126922093,31,0.411667
1,4,1126922093,14,0.411003
2,4,1126922093,2,0.454837
50,4,1126922093,28,0.416164
10,4,1126922093,12,0.415819
50,4,1126922093,16,0.750813
10,4,1126922093,19,0.398949
20,4,1126922093,6,0.213466
5,4,1126922093,17,0.41636
50,4,1126922093,30,0.465855
2,4,1126922093,32,0.431948
10,4,1126922093,25,0.421112
50,4,1126922093,10,0.4039
1,4,1126922093,13,0.417191
2,4,1126922093,19,0.407432
20,4,1126922093,28,0.729983
5,4,1126922093,24,0.255179
5,4,1126922093,25,0.421319
10,4,1126922093,7,0.584374
50,4,1126922093,31,0.228306
1,4,1126922093,30,0.407109
50,4,1126922093,7,0.44361
10,4,1126922093,18,0.193139
5,4,1126922093,27,0.419032
2,4,1126922093,10,0.7039
5,4,1126922093,26,0.449507
2,4,1126922093,24,0.263947
10,4,1126922093,6,0.380376
20,4,1126922093,32,0.411452
5,4,1126922093,2,0.44706
20,4,1126922093,29,0.559043
20,4,1126922093,27,0.424836
20,4,1126922093,21,0.404025
10,4,1126922093,15,0.268966
2,4,1126922093,1,0.248098
20,4,1126922093,2,0.449154
20,4,1126922093,26,0.458436
2,4,1126922093,26,0.406579
10,4,1126922093,10,0.406321
20,4,1126922093,5,0.397076
2,4,1126922093,4,0.435185
20,4,1126922093,10,0.679291
5,4,1126922093,12,0.415917
1,4,1126922093,11,0.401286
1,4,1126922093,25,0.424425
1,4,1126922093,5,0.404806
2,4,1126922093,7,0.440347
5,4,1126922093,21,0.404732
50,4,1126922093,13,0.601515
5,4,1126922093,3,0.429559
50,4,1126922093,29,0.442547
20,4,1126922093,13,0.631927
1,4,1126922093,2,0.438288
50,4,1126922093,14,0.406104
2,4,1126922093,17,0.698644
50,4,1126922093,19,0.6811
5,4,1126922093,11,0.708675
2,4,1126922093,29,0.453577
5,4,1126922093,6,0.324682
2,4,1126922093,6,0.211208
1,4,1126922093,12,0.444233
10,4,1126922093,4,0.421803
1,4,1126922093,29,0.753454
5,4,1126922093,23,0.410285
20,4,1126922093,24,0.261194
10,4,1126922093,27,0.429271
20,4,1126922093,18,0.192344
10,4,1126922093,24,0.458882
50,4,1126922093,9,0.429754
20,4,1126922093,22,0.432245
2,4,1126922093,8,0.454824
50,4,1126922093,4,0.71085
1,4,1126922093,27,0.43666
10,4,1126922093,20,0.111723
10,4,1126922093,26,0.416709
2,4,1126922093,5,0.39696
20,4,1126922093,23,0.407181
2,4,1126922093,9,0.422032
2,4,1126922093,31,0.23172
50,4,1126922093,25,0.756865
20,4,1126922093,19,0.415706
5,4,1126922093,7,0.420073
50,4,1126922093,26,0.413622
1,4,1126922093,8,0.678322
10,4,1126922093,2,0.529994
5,4,1126922093,30,0.403218
10,4,1126922093,16,0.392636
1,4,1126922093,6,0.207435
50,4,1126922093,32,0.749183
10,4,1126922093,22,0.42781
20,4,1126922093,16,0.400976
2,4,1126922093,28,0.420237
10,4,1126922093,29,0.421448
50,4,1126922093,20,0.114007
50,4,1126922093,24,0.519842
1,4,1126922093,15,0.479951
20,4,1126922093,14,0.774205
2,4,1126922093,23,0.404563
1,4,1126922093,1,0.233849
10,4,1126922093,31,0.232503
5,4,1126922093,19,0.7417
1,4,1126922093,10,0.760725
10,4,1126922093,23,0.415602
10,4,1126922093,13,0.419303
1,4,1126922093,7,0.421014
1,4,1126922093,18,0.188702
5,4,1126922093,20,0.118257
10,4,1126922093,5,0.403919
50,4,1126922093,23,0.750153
10,4,1126922093,30,0.411107
10,4,1126922093,8,0.73189
20,4,1126922093,12,0.402096
20,4,1126922093,1,0.267807
5,4,1126922093,32,0.40989
10,4,1126922093,9,0.41279
10,4,1126922093,17,0.402318
5,4,1126922093,18,0.196288
5,4,1126922093,9,0.428137
2,4,1126922093,18,0.337525
1,4,1126922093,22,0.443473
5,4,1126922093,16,0.426006
2,4,1126922093,21,0.83586
10,4,1126922093,32,0.41448
20,4,1126922093,7,0.420363
50,4,1126922093,5,0.40501
1,4,1126922093,23,0.403343
2,4,1126922093,25,0.416682
50,4,1126922093,18,0.355133
1,4,1126922093,16,0.397826
50,4,1126922093,21,0.39976
20,4,1126922093,17,0.4117
5,4,1126922093,28,0.421547
50,4,1126922093,11,0.401608
20,4,1126922093,31,0.235269
5,4,1126922093,13,0.769999
5,4,1126922093,15,0.280086
1,4,1126922093,4,0.432695
2,4,1126922093,11,0.408897
50,4,1126922093,6,0.431248
20,4,1126922093,9,0.965941
2,4,1126922093,12,1.127592
5,4,1126922093,14,1.404269
2,4,1126922093,3,0.418405
50,4,1126922093,12,0.415768
5,4,1126922093,8,0.402043
5,4,1126922093,1,0.265039
50,4,1126922093,22,0.426684
1,4,1126922093,20,0.161793
20,4,1126922093,11,0.734907
2,4,1126922093,14,0.518428
1,4,1126922093,26,0.412875
50,4,1126922093,27,0.764305
50,4,1126922093,3,0.417024
10,4,1126922093,14,0.413011
50,4,1126922093,1,0.423261
10,4,1126922093,1,0.404683
5,4,1126922093,29,0.457227
2,4,1126922093,16,0.433345
2,4,1126922093,20,0.207937
5,4,1126922093,4,0.425889
2,4,1126922093,30,0.407417
50,4,1126922093,8,0.403725
1,4,1126922093,3,0.420779
1,4,1126922093,19,0.400666
20,4,1126922093,20,0.120757
1,4,1126922093,32,0.790483
1,4,1126922093,17,0.403716
2,4,1126922093,22,0.419689
20,4,1126922093,30,0.403971
1,4,1126922093,21,0.420495
10,4,1126922093,28,0.414493
10,4,1126922093,3,0.453708
20,4,1126922093,15,0.270813
50,4,1126922093,17,0.410377
2,4,1126922093,27,0.430378
1,4,1126922093,28,0.423531
10,4,1126922093,11,0.419651
1,4,1126922093,31,0.230326
2,4,1126922093,15,0.264424
5,4,1126922093,10,0.432523
20,4,1126922093,4,0.437495
50,4,1126922093,2,0.768429
5,4,1126922093,22,0.427665
2,4,1126922093,13,0.400496
10,4,1126922093,21,0.397547
1,4,1126922093,9,0.415073
1,4,1126922093,24,0.254576
20,4,1126922093,3,0.74094
50,4,1126922093,15,0.268834
5,4,1126922093,5,0.737269
20,4,1126922093,8,0.403715
5,4,1126922093,31,0.23003
1,4,1126922093,14,0.416061
2,4,1126922093,2,0.443601
50,4,1126922093,28,0.714969
10,4,1126922093,12,0.40213
50,4,1126922093,16,0.409351
10,4,1126922093,19,0.403718
20,4,1126922093,6,0.21748
5,4,1126922093,17,0.443074
50,4,1126922093,30,0.405309
2,4,1126922093,32,0.429268
10,4,1126922093,25,0.749032
50,4,1126922093,10,0.413539
1,4,1126922093,13,0.701339
2,4,1126922093,19,0.401054
20,4,1126922093,28,0.443737
5,4,1126922093,24,0.252163
5,4,1126922093,25,0.4105
10,4,1126922093,7,0.411628
50,4,1126922093,31,0.230015
1,4,1126922093,30,0.425393
50,4,1126922093,7,0.702446
10,4,1126922093,18,0.203756
5,4,1126922093,27,0.762385
2,4,1126922093,10,0.426215
5,4,1126922093,26,0.720495
2,4,1126922093,24,0.255545
10,4,1126922093,6,0.217528
20,4,1126922093,32,0.420053
5,4,1126922093,2,0.742212
20,4,1126922093,29,0.432016
20,4,1126922093,27,0.442848
20,4,1126922093,21,0.408252
10,4,1126922093,15,0.271513
2,4,1126922093,1,0.321513
20,4,1126922093,2,0.731002
20,4,1126922093,26,0.418241
2,4,1126922093,26,0.414607
10,4,1126922093,10,0.603205
20,4,1126922093,5,0.401934
2,4,1126922093,4,0.433063
20,4,1126922093,10,0.562798
5,4,1126922093,12,0.749292
1,4,1126922093,11,0.399269
1,4,1126922093,25,0.42387
1,4,1126922093,5,0.412783
2,4,1126922093,7,0.41469
5,4,1126922093,21,0.701697
50,4,1126922093,13,0.403468
5,4,1126922093,3,0.698179
50,4,1126922093,29,0.717897
20,4,1126922093,13,0.398765
1,4,1126922093,2,0.439289
50,4,1126922093,14,0.431591
2,4,1126922093,17,0.711201
50,4,1126922093,19,0.404721
5,4,1126922093,11,0.399937
2,4,1126922093,29,0.446296
5,4,1126922093,6,0.218156
2,4,1126922093,6,0.215631
1,4,1126922093,12,0.828952
10,4,1126922093,4,0.419637
1,4,1126922093,29,0.429898
5,4,1126922093,23,0.73403
20,4,1126922093,24,0.254539
10,4,1126922093,27,0.426381
20,4,1126922093,18,0.200515
10,4,1126922093,24,0.2538
50,4,1126922093,9,0.411327
20,4,1126922093,22,0.441836
2,4,1126922093,8,0.44865
50,4,1126922093,4,0.787969
1,4,1126922093,27,0.426737
10,4,1126922093,20,0.120886
10,4,1126922093,26,0.415489
2,4,1126922093,5,0.716216
20,4,1126922093,23,0.712769
2,4,1126922093,9,0.425824
2,4,1126922093,31,0.230346
50,4,1126922093,25,0.420769
20,4,1126922093,19,0.409921
5,4,1126922093,7,0.449616
50,4,1126922093,26,0.74183
1,4,1126922093,8,0.414558
10,4,1126922093,2,0.467719
5,4,1126922093,30,0.416068
10,4,1126922093,16,0.398339
1,4,1126922093,6,0.210176
50,4,1126922093,32,0.425577
10,4,1126922093,22,0.417701
20,4,1126922093,16,0.412213
2,4,1126922093,28,0.426149
10,4,1126922093,29,0.426882
50,4,1126922093,20,0.119352
50,4,1126922093,24,0.256673
1,4,1126922093,15,0.472939
20,4,1126922093,14,0.410223
2,4,1126922093,23,0.401889
1,4,1126922093,1,0.345334
10,4,1126922093,31,0.231337
5,4,1126922093,19,0.392454
1,4,1126922093,10,0.418598
10,4,1126922093,23,0.407622
10,4,1126922093,13,0.410146
1,4,1126922093,7,0.410632
1,4,1126922093,18,0.190425
5,4,1126922093,20,0.113546
10,4,1126922093,5,0.403077
50,4,1126922093,23,0.40784
10,4,1126922093,30,0.411922
10,4,1126922093,8,0.39916
20,4,1126922093,12,0.400716
20,4,1126922093,1,0.263429
5,4,1126922093,32,0.412464
10,4,1126922093,9,0.409071
10,4,1126922093,17,0.405403
5,4,1126922093,18,0.190811
5,4,1126922093,9,0.442002
2,4,1126922093,18,0.19379
1,4,1126922093,22,0.437082
5,4,1126922093,16,0.400833
2,4,1126922093,21,0.396927
10,4,1126922093,32,0.700174
20,4,1126922093,7,0.428888
50,4,1126922093,5,0.406575
1,4,1126922093,23,0.402683
2,4,1126922093,25,0.42063
50,4,1126922093,18,0.342411
1,4,1126922093,16,0.397906
50,4,1126922093,21,0.417074
20,4,1126922093,17,0.41312
5,4,1126922093,28,0.416403
50,4,1126922093,11,0.40553
20,4,1126922093,31,0.226927
5,4,1126922093,13,0.411749
5,4,1126922093,15,0.275534
1,4,1126922093,4,0.423517
2,4,1126922093,11,0.406532
50,4,1126922093,6,0.385056
20,4,1126922093,9,0.416194
2,4,1126922093,12,0.402404
5,4,1126922093,14,0.40174
2,4,1126922093,3,0.71723
50,4,1126922093,12,0.960244
5,4,1126922093,8,0.416637
5,4,1126922093,1,0.263832
50,4,1126922093,22,0.444245
1,4,1126922093,20,0.154427
20,4,1126922093,11,0.753744
2,4,1126922093,14,0.695316
1,4,1126922093,26,0.410614
50,4,1126922093,27,0.564792
50,4,1126922093,3,0.425935
10,4,1126922093,14,0.418433
50,4,1126922093,1,0.26102
10,4,1126922093,1,0.260561
5,4,1126922093,29,0.42282
2,4,1126922093,16,0.396527
2,4,1126922093,20,0.149996
5,4,1126922093,4,0.425122
2,4,1126922093,30,0.732136
50,4,1126922093,8,0.689294
1,4,1126922093,3,0.412991
1,4,1126922093,19,0.400225
20,4,1126922093,20,0.187304
1,4,1126922093,32,0.415248
1,4,1126922093,17,0.782341
2,4,1126922093,22,0.420497
20,4,1126922093,30,0.721164
20,4,1126922093,25,0.693532
10,4,1126922093,28,0.419018
10,4,1126922093,3,0.411169
20,4,1126922093,15,0.267505
50,4,1126922093,17,0.408364
2,4,1126922093,27,0.726833
1,4,1126922093,28,0.43193
10,4,1126922093,11,0.41029
1,4,1126922093,31,0.230693
2,4,1126922093,15,0.266262
5,4,1126922093,10,0.40362
20,4,1126922093,4,0.42949
50,4,1126922093,2,0.795741
5,4,1126922093,22,0.462728
2,4,1126922093,13,0.415975
10,4,1126922093,21,0.40909
1,4,1126922093,9,0.421322
1,4,1126922093,24,0.251884
20,4,1126922093,3,0.428473
50,4,1126922093,15,0.32163
5,4,1126922093,5,0.41269
20,4,1126922093,8,0.718448
5,4,1126922093,31,0.23474
1,4,1126922093,14,0.403601
2,4,1126922093,2,0.469173
50,4,1126922093,28,0.432947
10,4,1126922093,12,0.402282
50,4,1126922093,16,0.596482
10,4,1126922093,19,0.398232
20,4,1126922093,6,0.208027
5,4,1126922093,17,0.402066
50,4,1126922093,30,0.752213
2,4,1126922093,32,0.700698
10,4,1126922093,25,0.417737
50,4,1126922093,10,0.413043
1,4,1126922093,13,0.416934
2,4,1126922093,19,0.71303
20,4,1126922093,28,0.424142
5,4,1126922093,24,0.468579
5,4,1126922093,25,0.752299
10,4,1126922093,7,0.796845
50,4,1126922093,31,0.410404
1,4,1126922093,30,0.414351
50,4,1126922093,7,0.720298
10,4,1126922093,18,0.19192
5,4,1126922093,27,0.718589
2,4,1126922093,10,0.419286
5,4,1126922093,26,0.406363
2,4,1126922093,24,0.259484
10,4,1126922093,6,0.48283
20,4,1126922093,32,0.429053
5,4,1126922093,2,0.451401
20,4,1126922093,29,0.429305
20,4,1126922093,27,0.431889
20,4,1126922093,21,0.700566
10,4,1126922093,15,0.272993
2,4,1126922093,1,0.38783
20,4,1126922093,2,0.844466
20,4,1126922093,26,0.419598
2,4,1126922093,26,0.416241
10,4,1126922093,10,0.408898
20,4,1126922093,5,0.4148
2,4,1126922093,4,0.779549
20,4,1126922093,10,0.414635
5,4,1126922093,12,0.730516
1,4,1126922093,11,0.4063
1,4,1126922093,25,0.424406
1,4,1126922093,5,0.414924
2,4,1126922093,7,0.410088
5,4,1126922093,21,0.396086
50,4,1126922093,13,0.434171
5,4,1126922093,3,0.452042
50,4,1126922093,29,0.422687
20,4,1126922093,13,0.403965
1,4,1126922093,2,0.767886
50,4,1126922093,14,0.405597
2,4,1126922093,17,2.107752
50,4,1126922093,19,0.428348
5,4,1126922093,11,0.411294
2,4,1126922093,29,0.421394
5,4,1126922093,6,0.212754
2,4,1126922093,6,0.207301
1,4,1126922093,12,0.407758
10,4,1126922093,4,0.733217
1,4,1126922093,29,0.4254
5,4,1126922093,23,0.790554
20,4,1126922093,24,0.264425
10,4,1126922093,27,0.423669
20,4,1126922093,18,0.191325
10,4,1126922093,24,0.253239
50,4,1126922093,9,0.723732
20,4,1126922093,22,0.434262
2,4,1126922093,8,0.458973
50,4,1126922093,4,0.418649
1,4,1126922093,27,0.425688
10,4,1126922093,20,0.110689
10,4,1126922093,26,0.408716
2,4,1126922093,5,0.651048
20,4,1126922093,23,0.408085
2,4,1126922093,9,0.414653
2,4,1126922093,31,0.230233
50,4,1126922093,25,0.876392
20,4,1126922093,19,0.40894
5,4,1126922093,7,0.428801
50,4,1126922093,26,0.467198
1,4,1126922093,8,0.401217
10,4,1126922093,2,0.778547
5,4,1126922093,30,0.408478
10,4,1126922093,16,0.398354
1,4,1126922093,6,0.23765
50,4,1126922093,32,0.421784
10,4,1126922093,22,0.751681
20,4,1126922093,16,0.722477
2,4,1126922093,28,0.741154
10,4,1126922093,29,0.420248
50,4,1126922093,20,0.206978
50,4,1126922093,24,0.421132
1,4,1126922093,15,0.270145
20,4,1126922093,14,0.412699
2,4,1126922093,23,0.69146
1,4,1126922093,1,0.237832
10,4,1126922093,31,0.23252
5,4,1126922093,19,0.753167
1,4,1126922093,10,0.682562
10,4,1126922093,23,0.41674
10,4,1126922093,13,0.405944
1,4,1126922093,7,0.418204
1,4,1126922093,18,0.190656
5,4,1126922093,20,0.202527
10,4,1126922093,5,0.405593
50,4,1126922093,23,0.408977
10,4,1126922093,30,0.595246
10,4,1126922093,8,0.400073
20,4,1126922093,12,0.727199
20,4,1126922093,1,0.263478
5,4,1126922093,32,0.84002
