phase,phase_round,order_position,observation_index,cell_id,canonical_instance_id,factor_level,replication_index,seed,step_position,step_index,step_id,prefix_step_count,fresh_state,wall_latency_ns,wall_latency_ms,cpu_latency_ns,cpu_latency_ms,semantic_digest,semantic_match
warmup,0,0,1,level_000020/rep_001_seed_202::step_0023,level_000020/rep_001_seed_202,20,1,202,22,23,step-0023-support-16,22,True,474820,0.47482,478098,0.478098,735f00c54e2c6e0af2abe0db2523c9ad67e4365ac3b2f3355b94d9a1075778dd,True
warmup,0,1,2,level_000002/rep_001_seed_202::step_0009,level_000002/rep_001_seed_202,2,1,202,8,9,step-0009-support-06,8,True,534594,0.534594,537802,0.537802,61bfa1c3523534803eb4c08342b3173f00a9bb9ee0ad1a59f89b79f449710265,True
warmup,0,2,3,level_000002/rep_001_seed_202::step_0031,level_000002/rep_001_seed_202,2,1,202,30,31,step-0031-support-22,30,True,462717,0.462717,466040,0.46604,040e43f2332d0c9234d0f51cf94dd40ce5689dd77656c48efac3cd6cab6c20ca,True
warmup,0,3,4,level_000050/rep_001_seed_202::step_0025,level_000050/rep_001_seed_202,50,1,202,24,25,step-0025-support-17,24,True,461159,0.461159,464310,0.46431,1d66f7f28f58a999d522a78ec2788cb606fef9580bf102616e372a6220c642ca,True
warmup,0,4,5,level_000020/rep_001_seed_202::step_0019,level_000020/rep_001_seed_202,20,1,202,18,19,step-0019-support-13,18,True,472538,0.472538,475167,0.475167,4dee9d061be0c7e09abdfe98ebb5c42940a3f03694fddbf8a6c9c05243c84153,True
warmup,0,5,6,level_000005/rep_001_seed_202::step_0007,level_000005/rep_001_seed_202,5,1,202,6,7,step-0007-noise-invalid_aggregation,6,True,256041,0.256041,259123,0.259123,ca6158827991c8ea116b86c3170240781632314e0035923aaf261a9bacea6694,True
warmup,0,6,7,level_000050/rep_001_seed_202::step_0026,level_000050/rep_001_seed_202,50,1,202,25,26,step-0026-noise-insufficient_grain,25,True,320549,0.320549,324182,0.324182,c46c0fba4d3f57d1f8f0e88899403eca93c2fc0fb04755d486b045d42732a26d,True
warmup,0,7,8,level_000001/rep_001_seed_202::step_0008,level_000001/rep_001_seed_202,1,1,202,7,8,step-0008-support-05,7,True,442173,0.442173,444616,0.444616,35fa4d39302c050f5496234bc2058cb3883b8b1cb74b412779c8c20466855a56,True
warmup,0,8,9,level_000010/rep_001_seed_202::step_0002,level_000010/rep_001_seed_202,10,1,202,1,2,step-0002-support-01,1,True,890678,0.890678,894397,0.894397,0f4aa7dd4e10d8649aecc30324e1a2cdf63868d3290c4e5ab74cc243a2555551,True
warmup,0,9,10,level_000005/rep_001_seed_202::step_0030,level_000005/rep_001_seed_202,5,1,202,29,30,step-0030-support-21,29,True,453160,0.45316,457721,0.457721,a0e845725f6efd170d5c1b925f21210b115db273f529c86b4847d8bf0f042bd0,True
warmup,0,10,11,level_000010/rep_001_seed_202::step_0016,level_000010/rep_001_seed_202,10,1,202,15,16,step-0016-support-11,15,True,452302,0.452302,454927,0.454927,4cc60f23f8344290a688dd044f4710b16822120af574b7667a3fe35360778b39,True
warmup,0,11,12,level_000001/rep_001_seed_202::step_0006,level_000001/rep_001_seed_202,1,1,202,5,6,step-0006-support-04,5,True,472949,0.472949,475519,0.475519,94903ba5ec5bc87828dd000138c1b5bcbba2f2dcbd3bea2900c5ec5f7f36c9c1,True
warmup,0,12,13,level_000050/rep_001_seed_202::step_0032,level_000050/rep_001_seed_202,50,1,202,31,32,step-0032-support-23,31,True,493933,0.493933,497328,0.497328,5df49757d4a23c132ac5dad312d36e9d20578f5b8d965d0ad57838cadd803525,True
warmup,0,13,14,level_000010/rep_001_seed_202::step_0022,level_000010/rep_001_seed_202,10,1,202,21,22,step-0022-noise-missing_cube,21,True,301593,0.301593,304561,0.304561,6f88e553bbf4c8712fb3e66ee88a83d3365d3f790d1242f60e82e0db3e0bde0f,True
