phase,phase_round,order_position,observation_index,cell_id,canonical_instance_id,factor_level,replication_index,seed,step_position,step_index,step_id,prefix_step_count,fresh_state,wall_latency_ns,wall_latency_ms,cpu_latency_ns,cpu_latency_ms,semantic_digest,semantic_match
warmup,0,0,1,level_000020/rep_006_seed_618554674::step_0023,level_000020/rep_006_seed_618554674,20,6,618554674,22,23,step-0023-support-15,22,True,418446,0.418446,421827,0.421827,091e53b71b6d26e8c966e2bcac91f88ab86ae4a7e1edf9fef6ccab17f32556d8,True
warmup,0,1,2,level_000002/rep_006_seed_618554674::step_0009,level_000002/rep_006_seed_618554674,2,6,618554674,8,9,step-0009-noise-invalid_unit,8,True,348497,0.348497,367432,0.367432,3555470563b9966b61948ad0cce263d7b0c0aa34054596f4831128180bba947e,True
warmup,0,2,3,level_000002/rep_006_seed_618554674::step_0031,level_000002/rep_006_seed_618554674,2,6,618554674,30,31,step-0031-support-22,30,True,728608,0.728608,733719,0.733719,6f3a2f6d4813b86878732d7ff517f5181b65e0b269d9a1a28f646e7a5f8a99e4,True
warmup,0,3,4,level_000050/rep_006_seed_618554674::step_0025,level_000050/rep_006_seed_618554674,50,6,618554674,24,25,step-0025-support-17,24,True,429300,0.4293,432976,0.432976,89f9acb8ed1e18cbc863839e053cbb66c6f7028aa5b85d356d636bd5c4a64f9a,True
warmup,0,4,5,level_000020/rep_006_seed_618554674::step_0019,level_000020/rep_006_seed_618554674,20,6,618554674,18,19,step-0019-support-12,18,True,415248,0.415248,418624,0.418624,ebb710cc65842bf8a173486ff1a3b45236d211f69158fe890bd082c3f036c8c0,True
warmup,0,5,6,level_000005/rep_006_seed_618554674::step_0007,level_000005/rep_006_seed_618554674,5,6,618554674,6,7,step-0007-support-05,6,True,411401,0.411401,414120,0.41412,747aa2dd4faeea8113c7c096e9fed1d43db3ee64ea575b6f0de11a29e4928c5c,True
warmup,0,6,7,level_000050/rep_006_seed_618554674::step_0026,level_000050/rep_006_seed_618554674,50,6,618554674,25,26,step-0026-support-18,25,True,477145,0.477145,480645,0.480645,9f76794776350a385de2715358ed96f3da8781a22631f5c660a74d5cdb63ce1f,True
warmup,0,7,8,level_000001/rep_006_seed_618554674::step_0008,level_000001/rep_006_seed_618554674,1,6,618554674,7,8,step-0008-support-06,7,True,416288,0.416288,419403,0.419403,ca3a000614af983d457f0461f23293f9be88bbc5543a7df69a65b7794ba50a8c,True
warmup,0,8,9,level_000010/rep_006_seed_618554674::step_0002,level_000010/rep_006_seed_618554674,10,6,618554674,1,2,step-0002-support-01,1,True,558562,0.558562,561706,0.561706,e955ed81c2e46e11b52baca9ef61eba8aaa50b62d69d48767d73c739dc9432dd,True
warmup,0,9,10,level_000005/rep_006_seed_618554674::step_0030,level_000005/rep_006_seed_618554674,5,6,618554674,29,30,step-0030-support-21,29,True,423525,0.423525,426593,0.426593,920e640ac92053a5240e96e6070ee90ec9956c782a83e06c7d346bf22543c727,True
