campaign_id,factor,factor_level,replication_index,seed,objective_id,relative_instance_dir,requested_constraint_count,realised_constraint_count,requested_virtual_node_count,realised_virtual_node_count,requirement_set_count,requirement_membership_link_count,membership_density,graph_node_count,graph_edge_count,configuration_digest,instance_digest,generator_version
e22_freeze_constraint_count,constraint_count,2,0,101,O_E22_FREEZE_CONSTRAINT_COUNT_CONSTRAINT_COUNT_L2_R000,instances/level_000002/rep_000_seed_101,2,2,12,12,2,12,1.0,17,16,d36a7828927cd6f22e424959255daf82e0371f903debd3bda4702be5cc997197,c1b82b838c1feadd94a0d3929be364283735919ce375b7505ef8dea833774b19,mcad-sensitivity-e2.1-v1
e22_freeze_constraint_count,constraint_count,2,1,202,O_E22_FREEZE_CONSTRAINT_COUNT_CONSTRAINT_COUNT_L2_R001,instances/level_000002/rep_001_seed_202,2,2,12,12,2,12,1.0,17,16,515fad76731717b22d9ba62fc94cea784a1f1f5ce2ba2e645e5694350f64ad46,a285833c924e574cb290e890ebd329c3c4c0dbcd7f6b6f355e1dc12de464766d,mcad-sensitivity-e2.1-v1
e22_freeze_constraint_count,constraint_count,4,0,101,O_E22_FREEZE_CONSTRAINT_COUNT_CONSTRAINT_COUNT_L4_R000,instances/level_000004/rep_000_seed_101,4,4,12,12,4,12,1.0,21,20,761319b6aca26e2d7f99a4f477d1f2382bcec5b358d9492b1f26ab818fa7b1e2,3b7f079f8a6dc15742e9cfa7f0031ec6f9696bb5abbb330cd55ee11d31bc78ea,mcad-sensitivity-e2.1-v1
e22_freeze_constraint_count,constraint_count,4,1,202,O_E22_FREEZE_CONSTRAINT_COUNT_CONSTRAINT_COUNT_L4_R001,instances/level_000004/rep_001_seed_202,4,4,12,12,4,12,1.0,21,20,ec49fa59d35d1d5eaa7fef2172d3e18598b10a726d757adfb5622b77db1d22ce,2c3d08ab9f25144670272344721cca2a80049172568d5d69ae181bfc0f4691c2,mcad-sensitivity-e2.1-v1
e22_freeze_constraint_count,constraint_count,8,0,101,O_E22_FREEZE_CONSTRAINT_COUNT_CONSTRAINT_COUNT_L8_R000,instances/level_000008/rep_000_seed_101,8,8,12,12,8,12,1.0,29,28,815740186a11988042adc53cfc7747f7099ceb93b47d664fcc93e6502a891909,eab08c32a21df31af93dd62330ed19ccd867630ad71977cd8fb68c390f0b0702,mcad-sensitivity-e2.1-v1
e22_freeze_constraint_count,constraint_count,8,1,202,O_E22_FREEZE_CONSTRAINT_COUNT_CONSTRAINT_COUNT_L8_R001,instances/level_000008/rep_001_seed_202,8,8,12,12,8,12,1.0,29,28,d2e5a40581cf99c7e716ccec7432a9a4c47f2a78ab49e14cac80c865864036bf,db3d160368d5caacb8a5b20b306872fead8b8746d9e638b66f46983d0a541dea,mcad-sensitivity-e2.1-v1
