index,query_id,label,pass,http_status,expected_decision,decision,reason,phi,delta_phi,sat,real,ceval,mcad_allowed,physical_execution,execution_path,adapter_id,requested_dw_id,selected_dw_id,status_code,elapsed_ms,response_bytes,response_digest,row_count,dataset,generated_sql_present,checks
1,AW_Q1_ALLOW_SALES_AMOUNT_MONTH_TERRITORY,AW Q1 — ALLOW SalesAmount by month and territory,True,200,ALLOW,ALLOW,ALLOW_NEW_TOTAL,0.3333333333333333,,1.0,0.3333333333333333,0.3333333333333333,True,True,sqlserver_direct,adventureworks_direct,adventureworks_sql_direct,adventureworks_sql_direct,200,62,9275,bff89680bed53988,36,AdventureWorksDW,True,
2,AW_Q2_ALLOW_TOTAL_PRODUCT_COST_MONTH_TERRITORY,AW Q2 — ALLOW TotalProductCost by month and territory,True,200,ALLOW,ALLOW,ALLOW_NEW_TOTAL,0.6666666666666666,,1.0,0.3333333333333333,0.3333333333333333,True,True,sqlserver_direct,adventureworks_direct,adventureworks_sql_direct,adventureworks_sql_direct,200,57,9455,cebfa31bc504d467,36,AdventureWorksDW,True,
3,AW_Q3_ALLOW_GROSS_MARGIN_MONTH_TERRITORY,AW Q3 — ALLOW GrossMargin by month and territory,True,200,ALLOW,ALLOW,ALLOW_NEW_TOTAL,1.0,,1.0,0.3333333333333333,0.3333333333333333,True,True,sqlserver_direct,adventureworks_direct,adventureworks_sql_direct,adventureworks_sql_direct,200,58,9266,782d819e63768dcf,36,AdventureWorksDW,True,
4,AW_Q4_BLOCK_OUT_OF_OBJECTIVE_CATEGORY,AW Q4 — BLOCK Accessories instead of Bikes,True,200,BLOCK,BLOCK,BLOCK_OUT_OF_OBJECTIVE_SCOPE,0.0,,1.0,0.0,0.0,False,False,,,adventureworks_sql_direct,adventureworks_sql_direct,,,,,,AdventureWorksDW,False,
5,AW_Q5_BLOCK_BAD_GRAIN_YEAR,AW Q5 — BLOCK Year grain instead of Month grain,True,200,BLOCK,BLOCK,BLOCK_GRAIN_MISMATCH,1.0,,0.0,0.0,0.0,False,False,,,adventureworks_sql_direct,adventureworks_sql_direct,,,,,,AdventureWorksDW,False,
6,AW_Q6_BLOCK_REDUNDANT_SALES_AMOUNT,AW Q6 — BLOCK redundant SalesAmount after Q1,True,200,BLOCK,BLOCK,BLOCK_REDUNDANT_DPHI_ZERO,1.0,,1.0,0.0,0.0,False,False,,,adventureworks_sql_direct,adventureworks_sql_direct,,,,,,AdventureWorksDW,False,
