factor,factor_level,step_index,structural_seed_count,measurements_per_seed,observation_count,bootstrap_repetitions,bootstrap_seed,confidence_level,point_median_ms,median_ci_lower_ms,median_ci_upper_ms,median_relative_half_width,point_p95_ms,p95_ci_lower_ms,p95_ci_upper_ms,p95_relative_half_width,maximum_leave_one_seed_out_median_relative_change,maximum_leave_one_seed_out_p95_relative_change,median_precision_target,p95_precision_target,median_target_met,p95_target_met,all_cell_targets_met
objective_count,1,26,20,100,2000,10000,20273328,0.95,0.432395,0.3826221875000001,0.44379,0.0707314058904473,0.77258805,0.6042472499999992,0.851026,0.15970914253721677,0.010548225580776666,0.03230026661686012,0.1,0.15,True,False,False
objective_count,1,27,20,100,2000,10000,20273428,0.95,0.44165350000000003,0.4113985,0.449943,0.04363658388306668,0.8488948499999999,0.7290831499999997,0.8985289000000001,0.09980373305362875,0.005173739141657388,0.05015880353143846,0.1,0.15,True,True,True
objective_count,1,28,20,100,2000,10000,20273528,0.95,0.4328385,0.405305,0.44851850000000004,0.04991873412369743,0.7868318499999999,0.5669610462499999,0.8656883999999999,0.1898292206587723,0.01141649830132945,0.035344781734496546,0.1,0.15,True,False,False
objective_count,1,29,20,100,2000,10000,20273628,0.95,0.4249545,0.4023285,0.44567407499999995,0.05100025414485547,0.771351,0.71883495,0.8414022499999999,0.07944975763303602,0.010385817775785311,0.022462082761285123,0.1,0.15,True,True,True
objective_count,1,30,20,100,2000,10000,20273728,0.95,0.439706,0.42052357500000004,0.451096075,0.034764706417469794,0.7948147,0.7489892499999999,0.8716336499999999,0.07715282568377257,0.004422273064274675,0.022316899775507455,0.1,0.15,True,True,True
objective_count,1,31,20,100,2000,10000,20273828,0.95,0.4358595,0.401606,0.4478175875,0.05301202279633687,0.75005675,0.5184788499999999,0.860142,0.22775819962956137,0.008549773493522617,0.03610686791366142,0.1,0.15,True,False,False
objective_count,1,32,20,100,2000,10000,20273928,0.95,0.43490150000000005,0.4120425,0.446868,0.040038376505944454,0.8033665999999999,0.72706405,0.864532,0.08555742173000472,0.00541042052050878,0.03922138411031788,0.1,0.15,True,True,True
objective_count,2,1,20,100,2000,10000,20280828,0.95,0.5288535000000001,0.5125815,0.538279,0.02429548069550445,0.9207516499999999,0.8336496499999999,0.95330731875,0.06497825377233919,0.003185192118421957,0.029890904892757995,0.1,0.15,True,True,True
objective_count,2,2,20,100,2000,10000,20280928,0.95,0.46721250000000003,0.459813875,0.47269301249999995,0.013782954758273772,0.8821943499999998,0.8212298662499998,0.92273795,0.057531587994187575,0.0031420392219814854,0.022341505587742495,0.1,0.15,True,True,True
objective_count,2,3,20,100,2000,10000,20281028,0.95,0.4481695,0.435624,0.4547835,0.02137528323547229,0.8422431499999999,0.7740818499999998,0.886879,0.06696234335654741,0.0034808258928820585,0.03137953689501665,0.1,0.15,True,True,True
objective_count,2,4,20,100,2000,10000,20281128,0.95,0.4474205,0.43541349999999995,0.454706,0.02155969608008579,0.86958735,0.7834617999999999,0.8988756,0.06636124594038777,0.0032486218222008076,0.018638150612471455,0.1,0.15,True,True,True
objective_count,2,5,20,100,2000,10000,20281228,0.95,0.44255900000000004,0.4349896875,0.4489341625,0.015754368344107803,0.8337704499999999,0.767434,0.862896,0.057247171568625424,0.0029871723318247857,0.018019827879484022,0.1,0.15,True,True,True
objective_count,2,6,20,100,2000,10000,20281328,0.95,0.43595399999999995,0.41354316249999995,0.44700728749999996,0.038380339439482165,0.80168815,0.7202919225000001,0.8748347,0.09638584373487365,0.006145143753698756,0.022703715902499103,0.1,0.15,True,True,True
objective_count,2,7,20,100,2000,10000,20281428,0.95,0.4311955,0.417337,0.44068352499999996,0.02707185603745859,0.7861887999999998,0.73927221375,0.845327,0.06744867533727275,0.00464174602935325,0.018460832817765727,0.1,0.15,True,True,True
objective_count,2,8,20,100,2000,10000,20281528,0.95,0.486884,0.467274725,0.501954,0.03561348801767979,0.9417340999999999,0.868369,0.9711561,0.054573313210172614,0.005609138932476696,0.024907986235180396,0.1,0.15,True,True,True
objective_count,2,9,20,100,2000,10000,20281628,0.95,0.4378515,0.41803595000000005,0.4499945,0.036494736229063934,0.8624274499999999,0.76138039625,0.957144,0.11349569389865782,0.0044078871489535675,0.06695641471059388,0.1,0.15,True,True,True
objective_count,2,10,20,100,2000,10000,20281728,0.95,0.4343705,0.4124611875,0.447812,0.04069200429126747,0.7791351,0.708209,0.8483244799999975,0.0899173198589035,0.009387147607860137,0.029423331075701827,0.1,0.15,True,True,True
objective_count,2,11,20,100,2000,10000,20281828,0.95,0.435527,0.419616425,0.4418921,0.02557324230185499,0.809019,0.7433573,0.8515344499999999,0.06685698976167428,0.003653045620593004,0.023454764350404694,0.1,0.15,True,True,True
objective_count,2,12,20,100,2000,10000,20281928,0.95,0.420736,0.3746339750000003,0.44101349999999995,0.07888500746311186,0.7854445999999999,0.706169,0.8564298999999999,0.09565340445398683,0.012003964481289962,0.02889198041465941,0.1,0.15,True,True,True
objective_count,2,13,20,100,2000,10000,20282028,0.95,0.41104850000000004,0.314847,0.4280326875,0.1376792367567331,0.7342322,0.606858,0.796194,0.12893468850862164,0.004672198049621861,0.026989350235525077,0.1,0.15,False,True,False
objective_count,2,14,20,100,2000,10000,20282128,0.95,0.43094049999999995,0.416595,0.438445,0.025351527647088153,0.8119255999999998,0.765572,0.8586950999999999,0.057347064804952524,0.0030526255944846796,0.025086042366443226,0.1,0.15,True,True,True
objective_count,2,15,20,100,2000,10000,20282228,0.95,0.43299350000000003,0.41008764999999997,0.4426880375,0.03764535437598953,0.8094608999999999,0.737153,0.863039,0.07775916044863937,0.005583224690439836,0.030329939346051098,0.1,0.15,True,True,True
objective_count,2,16,20,100,2000,10000,20282328,0.95,0.4338455,0.4195115,0.442056,0.025982175682356994,0.8088795999999999,0.74732,0.8563495999999999,0.06739544426636546,0.004347169672152744,0.018440692533227436,0.1,0.15,True,True,True
objective_count,2,17,20,100,2000,10000,20282428,0.95,0.42582,0.40832749999999995,0.444858,0.04289429806021326,0.7882417,0.71123775,0.88363885,0.10935801797849566,0.006924287257526703,0.020295741775650984,0.1,0.15,True,True,True
objective_count,2,18,20,100,2000,10000,20282528,0.95,0.4173325,0.281437,0.438334,0.1879760143291021,0.7451402999999999,0.49850848124999986,0.8374319499999999,0.22742258655853143,0.01052398267568414,0.03261546852317599,0.1,0.15,False,False,False
objective_count,2,19,20,100,2000,10000,20282628,0.95,0.43148,0.417428,0.444238625,0.031068212895151548,0.7683624999999998,0.726655,0.85463966625,0.08328403992256257,0.006349077593399476,0.02392392913501092,0.1,0.15,True,True,True
objective_count,2,20,20,100,2000,10000,20282728,0.95,0.4381135,0.419234,0.45005,0.03516896877179088,0.8145352499999998,0.7318015137499999,0.867581,0.08334782702774383,0.005382166949888617,0.03968115560376289,0.1,0.15,True,True,True
objective_count,2,21,20,100,2000,10000,20282828,0.95,0.425115,0.40675221250000004,0.438670575,0.03754085659174572,0.7494609999999999,0.6442898812499999,0.811243,0.11138212578773292,0.0047257800830363145,0.012770777932407428,0.1,0.15,True,True,True
objective_count,2,22,20,100,2000,10000,20282928,0.95,0.420927,0.3126555625,0.436386,0.14697374782325678,0.7747141,0.7168092,0.84749069,0.08434175265430174,0.0043855585410297136,0.026359014247965745,0.1,0.15,False,True,False
objective_count,2,23,20,100,2000,10000,20283028,0.95,0.4194995,0.371873,0.44272217499999994,0.08444488610832662,0.77457225,0.67101303625,0.8503613499999998,0.11577248846056636,0.00738141523410623,0.03568995661799147,0.1,0.15,True,True,True
objective_count,2,24,20,100,2000,10000,20283128,0.95,0.432321,0.4093086375,0.441368,0.03707819247734897,0.7597589999999999,0.535223,0.8521645999999999,0.20858035245387024,0.0071439971687704135,0.0324708229846568,0.1,0.15,True,False,False
objective_count,2,25,20,100,2000,10000,20283228,0.95,0.4298885,0.4129115,0.4435954125,0.03568822206223244,0.7772713499999999,0.70508955,0.8497115499999999,0.0930318607523614,0.006851776681628016,0.02022672005085487,0.1,0.15,True,True,True
objective_count,2,26,20,100,2000,10000,20283328,0.95,0.43581349999999996,0.40720217500000006,0.4459295,0.044431075448557615,0.78751125,0.691232,0.850748,0.10127855316352623,0.006445417592616912,0.014564363366237726,0.1,0.15,True,True,True
objective_count,2,27,20,100,2000,10000,20283428,0.95,0.4410565,0.412577725,0.449129,0.04143604617548998,0.84608695,0.710237,0.8903335087500001,0.10642907844755202,0.00375235372338922,0.027254763827760414,0.1,0.15,True,True,True
objective_count,2,28,20,100,2000,10000,20283528,0.95,0.43028449999999996,0.4012095,0.446186,0.052263676706923015,0.7753128999999999,0.6786514999999993,0.834382,0.10043074222033498,0.013094824470786288,0.021462882921205,0.1,0.15,True,True,True
objective_count,2,29,20,100,2000,10000,20283628,0.95,0.424431,0.40473800000000004,0.445027225,0.04746263232421758,0.7719542999999999,0.6695442499999988,0.84251985,0.11203746128494986,0.00721436464348742,0.029295451816253773,0.1,0.15,True,True,True
objective_count,2,30,20,100,2000,10000,20283728,0.95,0.43743849999999995,0.4183702625,0.4485371625,0.03448130422905163,0.8075491,0.7454337175,0.879023,0.08271279263390921,0.004152583734627963,0.028943441333784067,0.1,0.15,True,True,True
objective_count,2,31,20,100,2000,10000,20283828,0.95,0.4364295,0.3993296375,0.4475290125,0.055220115734614626,0.7920595,0.5567602499999998,0.871057,0.1984047599959347,0.00921225535854024,0.037530640059238236,0.1,0.15,True,False,False
objective_count,2,32,20,100,2000,10000,20283928,0.95,0.43878249999999996,0.4156528875,0.450368,0.039558451510714285,0.8111830499999999,0.7385483,0.870453,0.08130390545019402,0.005110732538330324,0.015793845791033073,0.1,0.15,True,True,True
objective_count,5,1,20,100,2000,10000,20310828,0.95,0.5359389999999999,0.52153665,0.5449647875000001,0.02185709334457845,0.9097619,0.8439141187500006,0.957171,0.06224534202300593,0.003330602923094135,0.023497082038718104,0.1,0.15,True,True,True
objective_count,5,2,20,100,2000,10000,20310928,0.95,0.46762950000000003,0.459637,0.473247,0.014552118717916594,0.88194165,0.8122978499999999,0.914426,0.05789960707718027,0.0030312458901757917,0.027815955851501217,0.1,0.15,True,True,True
objective_count,5,3,20,100,2000,10000,20311028,0.95,0.450728,0.4391007,0.4579315,0.020889316838536745,0.86095285,0.789279,0.88983,0.05839518389421677,0.003735068600131476,0.02563311103505862,0.1,0.15,True,True,True
objective_count,5,4,20,100,2000,10000,20311128,0.95,0.44536,0.4355276625,0.4511995875,0.017594670603556645,0.8143393,0.75872,0.862131,0.06349380411825883,0.0025642177115142275,0.02742296730613395,0.1,0.15,True,True,True
objective_count,5,5,20,100,2000,10000,20311228,0.95,0.4429335,0.43447335000000004,0.448682,0.01603925871490866,0.8339937000000001,0.765786,0.87221085,0.06380434888177214,0.0024450622949041905,0.015877338162146877,0.1,0.15,True,True,True
objective_count,5,6,20,100,2000,10000,20311328,0.95,0.43752199999999997,0.415667725,0.44929505000000003,0.03842929612682339,0.8523206999999999,0.749905,0.886484,0.08012183676871863,0.007880746568172588,0.04049631787659272,0.1,0.15,True,True,True
objective_count,5,7,20,100,2000,10000,20311428,0.95,0.434081,0.4213055,0.443000175,0.02498920132417682,0.7992276499999996,0.73677335,0.86586,0.080757122204168,0.004515286317530639,0.02870615149513439,0.1,0.15,True,True,True
objective_count,5,8,20,100,2000,10000,20311528,0.95,0.43663799999999997,0.423335,0.443526,0.023120983514948266,0.8179381999999998,0.7495449000000001,0.869253,0.07317673878050934,0.00368382962545623,0.027253648258511298,0.1,0.15,True,True,True
objective_count,5,9,20,100,2000,10000,20311628,0.95,0.431118,0.41255149999999996,0.439751,0.03154530778116437,0.809478,0.7406339,0.8560763499999999,0.07130672482760493,0.006780046298229276,0.02353356113445957,0.1,0.15,True,True,True
objective_count,5,10,20,100,2000,10000,20311728,0.95,0.4337925,0.4123435,0.4475211,0.040546574687206474,0.8081675,0.7185014,0.859524,0.08724837363541592,0.007294962453246689,0.03654551810113625,0.1,0.15,True,True,True
objective_count,5,11,20,100,2000,10000,20311828,0.95,0.435604,0.41865810000000003,0.44279599999999997,0.02770624236692034,0.82586615,0.7513725612499998,0.8887440499999999,0.08316813127042443,0.004207950340217201,0.0342887282642593,0.1,0.15,True,True,True
objective_count,5,12,20,100,2000,10000,20311928,0.95,0.41785,0.3273751625000006,0.4381541,0.13255825954289746,0.77410205,0.61116,0.848929,0.15357729643010248,0.00801364125882488,0.025902786331595495,0.1,0.15,False,False,False
objective_count,5,13,20,100,2000,10000,20312028,0.95,0.4099575,0.31111599999999995,0.429153,0.14396248391601577,0.7236989999999999,0.5913447274999998,0.79269855,0.1391143434632356,0.005224931852691992,0.025336776753871314,0.1,0.15,False,True,False
objective_count,5,14,20,100,2000,10000,20312128,0.95,0.42903650000000004,0.41499452499999995,0.435689,0.024117382786779263,0.823904,0.754193635,0.854475,0.060857433026177785,0.003580114978562646,0.043146410261389656,0.1,0.15,True,True,True
objective_count,5,15,20,100,2000,10000,20312228,0.95,0.43081749999999996,0.41203631250000006,0.44094562499999995,0.033551692421965096,0.7956669499999999,0.7293630499999998,0.8594614499999998,0.08175430687425189,0.006980914192204219,0.023928164918751424,0.1,0.15,True,True,True
objective_count,5,16,20,100,2000,10000,20312328,0.95,0.43226450000000005,0.417365,0.4403065,0.026536414625767325,0.7780380499999999,0.7274609499999999,0.8519526500000001,0.08000360650741967,0.0043977703466278875,0.02093779346652767,0.1,0.15,True,True,True
objective_count,5,17,20,100,2000,10000,20312428,0.95,0.4211605,0.404243,0.43978982499999997,0.042201043307717546,0.7676296,0.696756,0.8497332999999999,0.09964265317543765,0.005614249199533175,0.02909091832831893,0.1,0.15,True,True,True
objective_count,5,18,20,100,2000,10000,20312528,0.95,0.419149,0.282873,0.438215,0.18530641848125612,0.7826442499999999,0.5222874,0.863999,0.21830582668945694,0.009348704160095925,0.03432951816869542,0.1,0.15,False,False,False
objective_count,5,19,20,100,2000,10000,20312628,0.95,0.4297435,0.4158008625,0.4420502375,0.030540746980466278,0.7587184,0.70164915,0.7932469499999999,0.06036350245361114,0.005483503531757859,0.011069390171636955,0.1,0.15,True,True,True
objective_count,5,20,20,100,2000,10000,20312728,0.95,0.4358005,0.41850606250000005,0.4471890125,0.03290834911846124,0.7990201499999999,0.7277383812499999,0.854311,0.0792048978677197,0.006644095176577346,0.02898199751282867,0.1,0.15,True,True,True
objective_count,5,21,20,100,2000,10000,20312828,0.95,0.424802,0.4056464125,0.4400212,0.040459775966214855,0.7356555499999999,0.633518,0.8104472499999997,0.12025277998650301,0.004882274565562356,0.01657596411798979,0.1,0.15,True,True,True
objective_count,5,22,20,100,2000,10000,20312928,0.95,0.4225375,0.31933520000000004,0.43700649999999996,0.1392436174304055,0.7644936,0.6358847637500005,0.8420727,0.13485262417500915,0.004904890098512043,0.035261773283648185,0.1,0.15,False,True,False
objective_count,5,23,20,100,2000,10000,20313028,0.95,0.4193445,0.35826,0.43933258750000004,0.09666585289660412,0.7324453999999999,0.48675979999999996,0.8694699499999999,0.2612550710264547,0.005298746019084419,0.06703366558107941,0.1,0.15,True,False,False
objective_count,5,24,20,100,2000,10000,20313128,0.95,0.4296545,0.40717528750000004,0.43965299999999996,0.03779514994024259,0.78753725,0.6479437999999998,0.857459,0.13301923178871866,0.008196120371135438,0.03776094400614069,0.1,0.15,True,True,True
objective_count,5,25,20,100,2000,10000,20313228,0.95,0.4257605,0.411310925,0.443049,0.03727221642214348,0.7886858499999999,0.7031412,0.860094,0.09950273610208679,0.007020378828003113,0.045580252263939997,0.1,0.15,True,True,True
objective_count,5,26,20,100,2000,10000,20313328,0.95,0.4287015,0.31380505000000003,0.44355,0.15132318174767287,0.8181427499999999,0.6495900999999996,0.881952,0.14200571966200298,0.009694391085638826,0.044723613330314264,0.1,0.15,False,True,False
objective_count,5,27,20,100,2000,10000,20313428,0.95,0.4384635,0.407303375,0.4466631,0.0448836961343418,0.8394473499999999,0.7291081587499999,0.885495,0.09314868958130616,0.004828224014085632,0.05125193378715174,0.1,0.15,True,True,True
objective_count,5,28,20,100,2000,10000,20313528,0.95,0.4276035,0.4041544125,0.444952,0.04770492699428326,0.7844059999999999,0.6903738599999999,0.859987,0.1081156569429607,0.012039190511770671,0.028676221242570823,0.1,0.15,True,True,True
objective_count,5,29,20,100,2000,10000,20313628,0.95,0.4228645,0.40336497499999996,0.443571,0.047540080806026556,0.7815006499999999,0.7069603999999999,0.843898,0.0876119552811633,0.011367707622654552,0.04369650876170098,0.1,0.15,True,True,True
objective_count,5,30,20,100,2000,10000,20313728,0.95,0.4354145,0.41564052500000004,0.4467932125,0.03577359906479911,0.7828224499999998,0.7186446499999999,0.8763165362499988,0.10070730997175603,0.005440792624039875,0.025807703905272233,0.1,0.15,True,True,True
objective_count,5,31,20,100,2000,10000,20313828,0.95,0.434489,0.4026239875,0.4467251375,0.050750594376382345,0.7971612,0.5465546499999993,0.8683788,0.2018563811183991,0.006730895373645815,0.021879075399053562,0.1,0.15,True,False,False
objective_count,5,32,20,100,2000,10000,20313928,0.95,0.43399299999999996,0.41143323750000005,0.446679,0.04060637210738416,0.8292826499999999,0.751258,0.869692,0.07140749899928574,0.005239715847951589,0.0304742297454311,0.1,0.15,True,True,True
objective_count,10,1,20,100,2000,10000,20360828,0.95,0.5419225,0.5280455,0.55145,0.021593954855168452,0.9201869,0.847502,0.968887,0.06595670944674395,0.004310579464775877,0.028775295540503832,0.1,0.15,True,True,True
objective_count,10,2,20,100,2000,10000,20360928,0.95,0.47102849999999996,0.464014,0.4772570625,0.01405760214084712,0.8664526,0.7909124499999999,0.9086662,0.06795163982426743,0.002324700097764694,0.031239331499495846,0.1,0.15,True,True,True
objective_count,10,3,20,100,2000,10000,20361028,0.95,0.448469,0.4368944875,0.455383125,0.020613060768971785,0.8254767,0.7684016499999999,0.864333049999999,0.05810666733537065,0.004299070838787164,0.028137862643488273,0.1,0.15,True,True,True
objective_count,10,4,20,100,2000,10000,20361128,0.95,0.445409,0.434035,0.4512921375,0.019372237089955547,0.84428795,0.7736130499999999,0.877704,0.06164422339558449,0.003669660918391822,0.020475182667240643,0.1,0.15,True,True,True
objective_count,10,5,20,100,2000,10000,20361228,0.95,0.4422655,0.4332435,0.4490255,0.01784222373212473,0.8236462999999999,0.761216,0.85502334375,0.056946375980806326,0.0029269748601235598,0.019533748891969724,0.1,0.15,True,True,True
objective_count,10,6,20,100,2000,10000,20361328,0.95,0.43544499999999997,0.415308,0.447886,0.037407709354797966,0.82931075,0.7269371775,0.8768267,0.09036993822882435,0.008343189151327946,0.05438257010414981,0.1,0.15,True,True,True
objective_count,10,7,20,100,2000,10000,20361428,0.95,0.43202050000000003,0.4189828125,0.44220950000000003,0.026881464536983788,0.7990873499999999,0.7374015,0.8694075,0.0825979788066974,0.006283266650540779,0.0255920707542172,0.1,0.15,True,True,True
objective_count,10,8,20,100,2000,10000,20361528,0.95,0.4360615,0.421107,0.4432271125,0.025363523837807295,0.798643,0.7475423999999997,0.85099,0.06476460696456383,0.003803362599082944,0.023602222770374246,0.1,0.15,True,True,True
objective_count,10,9,20,100,2000,10000,20361628,0.95,0.4292745,0.41282218750000005,0.4393474125,0.03089541191009474,0.80616725,0.7208756999999997,0.8579817499999999,0.08503573545067739,0.005327593416333799,0.04195171659478838,0.1,0.15,True,True,True
objective_count,10,10,20,100,2000,10000,20361728,0.95,0.4339165,0.415158,0.446755075,0.03640916512739199,0.7835006499999996,0.7075808499999999,0.853004,0.09280346480886782,0.006291533048408979,0.02214733325364876,0.1,0.15,True,True,True
objective_count,10,11,20,100,2000,10000,20361828,0.95,0.4348835,0.4190519875,0.4422992625,0.02672816397954856,0.8108894499999997,0.7557292999999999,0.8551255,0.06128837907559414,0.003514734405881216,0.026011498854744894,0.1,0.15,True,True,True
objective_count,10,12,20,100,2000,10000,20361928,0.95,0.4185895,0.36056299999999997,0.440054,0.0949510200327529,0.76384895,0.6234514999999997,0.8403405499999999,0.1419711645869253,0.008743649804880429,0.02591592225138237,0.1,0.15,True,True,True
objective_count,10,13,20,100,2000,10000,20362028,0.95,0.40905199999999997,0.3125367875,0.4289489625,0.14229508106548797,0.7297359999999999,0.622173,0.829917,0.1423418880252585,0.005861113012526382,0.021991857329225893,0.1,0.15,False,True,False
objective_count,10,14,20,100,2000,10000,20362128,0.95,0.43131949999999997,0.41837358750000003,0.437837,0.022562639180468243,0.7915199999999999,0.7361694999999999,0.8407387499999999,0.06605597458055384,0.0036005791530407767,0.028939950980392124,0.1,0.15,True,True,True
objective_count,10,15,20,100,2000,10000,20362228,0.95,0.432612,0.4140274875,0.4415210125,0.03177619321701659,0.7773016999999998,0.71385,0.841422,0.08206080084476855,0.0064584431314895635,0.019741498056674925,0.1,0.15,True,True,True
objective_count,10,16,20,100,2000,10000,20362328,0.95,0.431207,0.4183214625,0.439583,0.024653516176685424,0.7755760499999999,0.69446345,0.842484,0.09542619966152904,0.004999918832486465,0.03778520494540798,0.1,0.15,True,True,True
