phase,phase_round,order_position,observation_index,cell_id,canonical_instance_id,factor_level,replication_index,seed,step_position,step_index,step_id,prefix_step_count,fresh_state,wall_latency_ns,wall_latency_ms,cpu_latency_ns,cpu_latency_ms,semantic_digest,semantic_match
warmup,0,0,1,level_000020/rep_007_seed_1363159082::step_0023,level_000020/rep_007_seed_1363159082,20,7,1363159082,22,23,step-0023-noise-wrong_measure,22,True,130841,0.130841,135175,0.135175,df2c466350a458a023ee6abd84b004d82cb06594f3f4e3219c683862829e6e01,True
warmup,0,1,2,level_000002/rep_007_seed_1363159082::step_0009,level_000002/rep_007_seed_1363159082,2,7,1363159082,8,9,step-0009-support-07,8,True,488337,0.488337,491748,0.491748,be39cf73a326ae1c9770b4996a1f95e4ae1c5c0e4eb5cb57346a1fcd58f27564,True
warmup,0,2,3,level_000002/rep_007_seed_1363159082::step_0031,level_000002/rep_007_seed_1363159082,2,7,1363159082,30,31,step-0031-noise-invalid_aggregation,30,True,207237,0.207237,213152,0.213152,5984295993c474a82151e65bbbdff41ace1b66fbd3095775917ca34d0bd3cf1a,True
warmup,0,3,4,level_000050/rep_007_seed_1363159082::step_0025,level_000050/rep_007_seed_1363159082,50,7,1363159082,24,25,step-0025-support-18,24,True,456058,0.456058,460680,0.46068,1b76d93ea16a882c86286b77424a73c5ad53e6e1ae6b68c0200494fe03f2d37d,True
warmup,0,4,5,level_000020/rep_007_seed_1363159082::step_0019,level_000020/rep_007_seed_1363159082,20,7,1363159082,18,19,step-0019-noise-wrong_context,18,True,228457,0.228457,232101,0.232101,6ee9d8266aa2c179fe6a3436a6b4d7046f8901e68e7f23db6f4135f6714e6565,True
warmup,0,5,6,level_000005/rep_007_seed_1363159082::step_0007,level_000005/rep_007_seed_1363159082,5,7,1363159082,6,7,step-0007-support-05,6,True,452661,0.452661,455584,0.455584,35bf2064f354bd03bc6bf4cc1882718e26009db6b17d387dacf28bb67dc9e21b,True
warmup,0,6,7,level_000050/rep_007_seed_1363159082::step_0026,level_000050/rep_007_seed_1363159082,50,7,1363159082,25,26,step-0026-support-19,25,True,496598,0.496598,500414,0.500414,f2742da49a7b974b685bb604b3eae90267fdc42c5ce5df54a50e77975b2b4f5b,True
warmup,0,7,8,level_000001/rep_007_seed_1363159082::step_0008,level_000001/rep_007_seed_1363159082,1,7,1363159082,7,8,step-0008-support-06,7,True,583047,0.583047,587540,0.58754,f2fca55964cbfd4627571bdcbaf33c5612033d81c02694d2134c4516ed379688,True
warmup,0,8,9,level_000010/rep_007_seed_1363159082::step_0002,level_000010/rep_007_seed_1363159082,10,7,1363159082,1,2,step-0002-support-01,1,True,494325,0.494325,497859,0.497859,11ed09b35df81da70d5fc363de8639f364cfbaacaa84e8dea42a0b1098562896,True
warmup,0,9,10,level_000005/rep_007_seed_1363159082::step_0030,level_000005/rep_007_seed_1363159082,5,7,1363159082,29,30,step-0030-noise-insufficient_grain,29,True,291307,0.291307,295719,0.295719,29d43902bb08fc5603e46af1e0351adda28deca27979c7761e853a3f07620bbe,True
