query_hash,scenario_id
bd5a545d03bc064b38ed6e23d1accf6002cf15fdfbcb7b3056191c7d5112620f,fm_a_coverage_and_guard_mix_beer_and_wine_bc
bd5a545d03bc064b38ed6e23d1accf6002cf15fdfbcb7b3056191c7d5112620f,fm_a_sales_profit_month_beer_and_wine_bc
7f6d7599d94bf332e4925f67d39ad33ced1a9c248f24f4ddf8075e05c1195802,fm_a_coverage_and_guard_mix_beer_and_wine_bc
7f6d7599d94bf332e4925f67d39ad33ced1a9c248f24f4ddf8075e05c1195802,fm_a_sales_profit_month_beer_and_wine_bc
5630f2efedab06ab2a5564fc6d411f872d4690eac6ca395c502f5ef2842c1001,fm_a_category_state_profitability_beer_and_wine_bc
5630f2efedab06ab2a5564fc6d411f872d4690eac6ca395c502f5ef2842c1001,fm_a_category_state_profitability_canned_foods_bc
5630f2efedab06ab2a5564fc6d411f872d4690eac6ca395c502f5ef2842c1001,fm_a_category_state_profitability_dairy_bc
5630f2efedab06ab2a5564fc6d411f872d4690eac6ca395c502f5ef2842c1001,fm_a_category_state_profitability_frozen_foods_bc
5630f2efedab06ab2a5564fc6d411f872d4690eac6ca395c502f5ef2842c1001,fm_a_category_state_profitability_produce_bc
5630f2efedab06ab2a5564fc6d411f872d4690eac6ca395c502f5ef2842c1001,fm_a_category_state_profitability_snack_foods_bc
5630f2efedab06ab2a5564fc6d411f872d4690eac6ca395c502f5ef2842c1001,fm_a_coverage_and_guard_mix_beer_and_wine_bc
5630f2efedab06ab2a5564fc6d411f872d4690eac6ca395c502f5ef2842c1001,fm_a_coverage_and_guard_mix_canned_foods_bc
