campaign_id,factor,factor_level,replication_index,seed,objective_id,relative_instance_dir,requested_constraint_count,realised_constraint_count,requested_virtual_node_count,realised_virtual_node_count,requirement_set_count,requirement_membership_link_count,membership_density,graph_node_count,graph_edge_count,configuration_digest,instance_digest,generator_version
e22_freeze_virtual_node_count,virtual_node_count,6,0,101,O_E22_FREEZE_VIRTUAL_NODE_COUNT_VIRTUAL_NODE_COUNT_L6_R000,instances/level_000006/rep_000_seed_101,4,4,6,6,4,6,1.0,15,14,c6c7d38c600fa59471370f9fe617c7ded8a575842b1680ebedec619a3e5ffe8f,09a090c7d15ce24d49a74565d24adefcf068d98e09a0d85582418c2657066729,mcad-sensitivity-e2.1-v1
e22_freeze_virtual_node_count,virtual_node_count,6,1,202,O_E22_FREEZE_VIRTUAL_NODE_COUNT_VIRTUAL_NODE_COUNT_L6_R001,instances/level_000006/rep_001_seed_202,4,4,6,6,4,6,1.0,15,14,e0ec073447c8221f77681000c08282213269b0abc6990ecd38dfd29ab2f018c4,29dfad0aa928abee2eb058cbf4bf2a2472c16423299fd6a789704d5f7d85fd4d,mcad-sensitivity-e2.1-v1
e22_freeze_virtual_node_count,virtual_node_count,12,0,101,O_E22_FREEZE_VIRTUAL_NODE_COUNT_VIRTUAL_NODE_COUNT_L12_R000,instances/level_000012/rep_000_seed_101,4,4,12,12,4,12,1.0,21,20,79aab9432e2a247cb3e65dd876575ae792117f26eb88fc36c2e3aef80bf4caae,9c22c11701235862826af3019ea62de7d726f6fe3e05fde6b63ed0747510971f,mcad-sensitivity-e2.1-v1
e22_freeze_virtual_node_count,virtual_node_count,12,1,202,O_E22_FREEZE_VIRTUAL_NODE_COUNT_VIRTUAL_NODE_COUNT_L12_R001,instances/level_000012/rep_001_seed_202,4,4,12,12,4,12,1.0,21,20,8bbea2a91e2eb37ae327a70ad729b58dde4783c742cbf5a7d4df98a3a1d42eb3,abb7cfb4c9e2002e82312e5136181426cef38b76a674a9f5dc9b7a50a6b82c99,mcad-sensitivity-e2.1-v1
e22_freeze_virtual_node_count,virtual_node_count,24,0,101,O_E22_FREEZE_VIRTUAL_NODE_COUNT_VIRTUAL_NODE_COUNT_L24_R000,instances/level_000024/rep_000_seed_101,4,4,24,24,4,24,1.0,33,32,80eef0ecbfa21a55d36c045d19dc43760c0b8dc770d460d151b8848cd01aef52,42ff4b897d865a0043dfaed39c67e7c08379df9ddfe275865977b6b7f75869bd,mcad-sensitivity-e2.1-v1
e22_freeze_virtual_node_count,virtual_node_count,24,1,202,O_E22_FREEZE_VIRTUAL_NODE_COUNT_VIRTUAL_NODE_COUNT_L24_R001,instances/level_000024/rep_001_seed_202,4,4,24,24,4,24,1.0,33,32,ad36c0a53f79c4d08d376159b59f6070f0f7959cbc6e6880633f6d732dea96a7,d2b364e8a03b02726e2ab3281b466885c52873ab14cf5e50202c2196ff1c6744,mcad-sensitivity-e2.1-v1
